Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Battle Orders	100	1	1	55		55		bar	24	1	77	gethit-skill	149	7	22										phlm	mele											0	0
of Grim Ward	100	1	1	24	50	25		bar	24	1	77	gethit-skill	150	4	2										phlm	mele	amul										0	0
of Grim Ward	100	1	1	50		55		bar	24	1	77	gethit-skill	150	8	15										amul	phlm	mele										0	0
of War Cry	100	1	1	30	55	33		bar	30	1	77	gethit-skill	154	7	3										phlm	mele											0	0
of War Cry	100	1	1	55		63		bar	30	1	77	gethit-skill	154	10	13										phlm	mele											0	0
of Battle Command	100	1	1	30	48	33		bar	30	1	77	gethit-skill	155	4	3										phlm	mele											0	0
of Battle Command	100	1	1	48		53		bar	30	1	77	gethit-skill	155	8	10										phlm	mele											0	0
of Firestorms	100	1	1	1	18	1		dru	1	1	77	gethit-skill	225	33	1										mele												0	0
of Firestorms	100	1	1	18	56	18		dru	1	1	77	gethit-skill	225	33	9										mele												0	0
of Molten Boulders	100	1	1	6	24	6		dru	6	1	77	gethit-skill	229	4	1										mele												0	0
of Molten Boulders	100	1	1	24	53	21		dru	6	1	77	gethit-skill	229	7	9										mele												0	0
of Eruption	100	1	1	12	36	12		dru	12	1	77	gethit-skill	234	5	1										mele												0	0
of Eruption	100	1	1	36	68	36		dru	12	1	77	gethit-skill	234	8	15										mele												0	0
of Cyclone Armor	100	1	1	12	35	12		dru	12	1	77	gethit-skill	235	6	1										mele	tors											0	0
of Cyclone Armor	100	1	1	35		37		dru	12	1	77	gethit-skill	235	9	14										tors	mele											0	0
of Twister	100	1	1	18	36	18		dru	18	1	77	gethit-skill	240	4	1										mele	amul	circ										0	0
of Twister	100	1	1	36		38		dru	18	1	77	gethit-skill	240	8	17										amul	circ	mele										0	0
of Volcano	100	1	1	24	42	25		dru	24	1	77	gethit-skill	244	4	2										mele												0	0
of Volcano	100	1	1	42		44		dru	24	1	77	gethit-skill	244	7	15										mele												0	0
of Tornado	100	1	1	24	49	25		dru	24	1	77	gethit-skill	245	6	2										mele	amul	circ										0	0
of Tornado	100	1	1	49		50		dru	24	1	77	gethit-skill	245	7	16										amul	circ	mele										0	0
of Armageddon	100	1	1	30	60	33		dru	30	1	77	gethit-skill	249	4	4										mele												0	0
of Armageddon	100	1	1	60		70		dru	30	1	77	gethit-skill	249	6	19										mele												0	0
of Hurricane	100	1	1	30	65	33		dru	30	1	77	gethit-skill	250	11	3										mele	amul	circ										0	0
of Hurricane	100	1	1	65		65		dru	30	1	77	gethit-skill	250	8	21										amul	circ	mele										0	0
of Burst of Speed2	100	1	1	6	40	6		ass	6	1	77	gethit-skill	258	5	2										boot	mele											0	0
of Burst of Speed2	100	1	1	40		45		ass	6	1	77	gethit-skill	258	8	8										boot	mele											0	0
of Cloak of Shadows2	100	1	1	18	36	18		ass	18	1	77	gethit-skill	264	5	1										amul	mele											0	0
of Cloak of Shadows2	100	1	1	36		38		ass	18	1	77	gethit-skill	264	9	13										amul	mele											0	0
of Fading2	100	1	1	18	50	18		ass	18	1	77	gethit-skill	267	4	1										tors	amul	mele										0	0
of Fading2	100	1	1	50		53		ass	18	1	77	gethit-skill	267	8	12										tors	amul	mele										0	0
of Mind Blasting2	100	1	1	24	48	25		ass	24	1	77	gethit-skill	273	3	2										helm	mele											0	0
of Mind Blasting2	100	1	1	48		48		ass	24	1	77	gethit-skill	273	7	18										helm	mele											0	0
of Blade Shield2	100	1	1	30	48	33		ass	30	1	77	gethit-skill	277	6	3										tors	mele											0	0
of Blade Shield2	100	1	1	48		50		ass	30	1	77	gethit-skill	277	9	17										tors	mele											0	0
of Venom2	100	1	1	30	57	33		ass	30	1	77	gethit-skill	278	12	3										glov	mele											0	0
of Venom2	100	1	1	57		61		ass	30	1	77	gethit-skill	278	8	19										glov	mele											0	0
of Inner Sight	100	1	1	1	46	1		ama	1	1	78	hit-skill	8	3	3										amul	amaz	circ	glov									0	0
of Inner Sight	100	1	1	46		46		ama	1	1	78	hit-skill	8	10	11										amul	amaz	circ	glov									0	0
of Slow Missiles	100	1	1	34		33		ama	12	1	78	hit-skill	17	4	2										amaz	glov	amul										0	0
of Lightning Fury	100	1	1	30	70	33		ama	30	1	78	hit-skill	35	5	7										jave												0	0
of Lightning Fury	100	1	1	70		71		ama	30	1	78	hit-skill	35	9	15										jave												0	0
of Fire Bolts	100	1	1	1	11	1		sor	1	1	78	hit-skill	36	5	2										weap	ring	circ										0	0
of Fire Bolts	100	1	1	11	44	11		sor	1	1	78	hit-skill	36	8	9										weap	ring	circ										0	0
of Charged Bolts	100	1	1	1	11	1		sor	1	1	78	hit-skill	38	5	2										weap	ring	circ										0	0
of Charged Bolts	100	1	1	11	44	11		sor	1	1	78	hit-skill	38	8	9										weap	ring	circ										0	0
of Ice Bolts	100	1	1	1	11	1		sor	1	1	78	hit-skill	39	5	2										weap	ring	circ										0	0
of Ice Bolts	100	1	1	11	44	11		sor	1	1	78	hit-skill	39	8	9										weap	ring	circ										0	0
of Static Field	100	1	1	18	40	18		sor	6	1	78	hit-skill	42	3	4										weap	ring	circ										0	0
of Static Field	100	1	1	40		41		sor	6	1	78	hit-skill	42	6	9										weap	ring	circ										0	0
of Frost Novas	100	1	1	6	42	6		sor	6	1	78	hit-skill	44	6	3										weap	amul	circ										0	0
of Frost Novas	100	1	1	42		42		sor	6	1	78	hit-skill	44	6	13										weap	amul	circ										0	0
of Ice Blasts	100	1	1	6	32	6		sor	6	1	78	hit-skill	45	4	2										weap	ring	circ										0	0
of Ice Blasts	100	1	1	32		32		sor	6	1	78	hit-skill	45	7	12										weap	ring	circ										0	0
of Fire Balls	100	1	1	18	32	18		sor	12	1	78	hit-skill	47	5	5										weap												0	0
of Fire Balls	100	1	1	32		32		sor	12	1	78	hit-skill	47	5	19										weap												0	0
of Novas	100	1	1	28	60	32		sor	12	1	78	hit-skill	48	6	9										weap	shld											0	0
of Novas	100	1	1	60		60		sor	12	1	78	hit-skill	48	6	21										weap	shld											0	0
of Lightning	100	1	1	48		48		sor	12	1	78	hit-skill	49	8	14										weap												0	0
of Fire Walls	100	1	1	24	45	24		sor	18	1	78	hit-skill	51	4	7										weap												0	0
of Fire Walls	100	1	1	45		45		sor	18	1	78	hit-skill	51	6	14										weap												0	0
of Chain Lightning	100	1	1	46		46		sor	18	1	78	hit-skill	53	6	16										weap												0	0
of Glacial Spikes	100	1	1	18	40	18		sor	18	1	78	hit-skill	55	6	2										weap												0	0
of Glacial Spikes	100	1	1	40		40		sor	18	1	78	hit-skill	55	7	11										weap												0	0
of Meteors	100	1	1	32	62	32		sor	24	1	78	hit-skill	56	4	7										weap												0	0
of Meteors	100	1	1	62		62		sor	24	1	78	hit-skill	56	5	19										weap												0	0
of Blizzards	100	1	1	29	57	29		sor	24	1	78	hit-skill	59	9	6										weap												0	0
of Blizzards	100	1	1	57		57		sor	24	1	78	hit-skill	59	5	18										weap												0	0
of Hydras	100	1	1	34	80	34		sor	30	1	78	hit-skill	62	3	3										weap												0	0
of Hydras	100	1	1	80		80		sor	30	1	78	hit-skill	62	2	21										weap												0	0
of Frozen Orbs	100	1	1	48		48		sor	30	1	78	hit-skill	64	7	12										weap												0	0
of Amplify Damage	100	1	1	1	35	1		nec	1	1	78	hit-skill	66	4	2										weap	head											0	0
of Amplify Damage	100	1	1	35		35		nec	1	1	78	hit-skill	66	5	9										weap	head											0	0
of Teeth	100	1	1	1	18	4		nec	1	1	78	hit-skill	67	10	4										weap	head											0	0
of Dim Vision	100	1	1	24		24		nec	6	1	78	hit-skill	71	5	9										ring	circ	head	weap									0	0
of Weaken	100	1	1	24		24		nec	6	1	78	hit-skill	72	5	10										weap	glov	head										0	0
of Corpse Explosions	100	1	1	30		30		nec	6	1	78	hit-skill	74	4	11										weap	head											0	0
of Iron Maiden	100	1	1	30		30		nec	12	1	78	hit-skill	76	5	8										shld	weap	head										0	0
of Terror	100	1	1	24		24		nec	12	1	78	hit-skill	77	4	7										shld	weap	head										0	0
of Confusion	100	1	1	22		22		nec	18	1	78	hit-skill	81	7	5										ring	circ	head	weap									0	0
of Life Tap	100	1	1	32		32		nec	18	1	78	hit-skill	82	8	7										weap	ring	head										0	0
of Poison Explosion	100	1	1	27		27		nec	18	1	78	hit-skill	83	4	9										weap	head											0	0
of Bone Spears	100	1	1	30		30		nec	18	1	78	hit-skill	84	4	11										weap	head											0	0
of Decrepification	100	1	1	38		38		nec	24	1	78	hit-skill	87	6	9										weap	shld	head										0	0
of Bone Imprisonment	100	1	1	30		30		nec	24	1	78	hit-skill	88	5	5										weap	ring	head										0	0
of Lower Resistance	100	1	1	45		45		nec	30	1	78	hit-skill	91	6	13										weap	head											0	0
of Poison Novas	100	1	1	55		55		nec	30	1	78	hit-skill	92	5	22										weap	glov	head										0	0
of Bone Spirits	100	1	1	48		48		nec	30	1	78	hit-skill	93	4	18										amul	circ	head	weap									0	0
of Revivification	100	1	1	51		51		nec	30	1	78	hit-skill	95	3	8										weap	head											0	0
of Firestorms	100	1	1	1	18	1		dru	1	1	78	hit-skill	225	12	4										mele												0	0
of Firestorms	100	1	1	18	36	18		dru	1	1	78	hit-skill	225	6	12										mele												0	0
of Molten Boulders	100	1	1	18		18		dru	6	1	78	hit-skill	229	4	9										mele												0	0
of Eruption	100	1	1	36		36		dru	12	1	78	hit-skill	234	5	21										mele												0	0
of Twister	100	1	1	24	48	24		dru	18	1	78	hit-skill	240	7	7										mele	amul	circ										0	0
of Volcano	100	1	1	48		48		dru	24	1	78	hit-skill	244	3	22										mele												0	0
of Tornado	100	1	1	36		36		dru	24	1	78	hit-skill	245	7	12										mele	amul	circ										0	0
of Armageddon	100	1	1	60		60		dru	30	1	78	hit-skill	249	3	24										mele												0	0
of Cloak of Shadows2	100	1	1	18		18		ass	18	1	78	hit-skill	264	5	3										amul	mele											0	0
of Mind Blasting2	100	1	1	30		30		ass	24	1	78	hit-skill	273	3	7										helm	mele											0	0
of Inner Sight	100	1	1	6		6		ama	1	4	79	levelup-skill	Inner Sight	100	17										amul	amaz	circ	glov									0	0
of Enchantment	100	1	1	18		18		sor	18	4	79	levelup-skill	Enchant	100	27										weap												0	0
of Thunder Storm	100	1	1	24		24		sor	24	4	79	levelup-skill	Thunder Storm	100	24										weap												0	0
of Chilling Armor	100	1	1	24		24		sor	24	4	79	levelup-skill	Chilling Armor	100	17										weap	tors											0	0
of Bone Armor	100	1	1	20		20		nec	1	4	79	levelup-skill	Bone Armor	100	20										weap	tors	head										0	0
of Shouting	100	1	1	6		6		bar	6	4	79	levelup-skill	Shout	100	9										phlm	mele											0	0
of Shouting	100	1	1	36		36		bar	6	4	79	levelup-skill	Shout	100	20										phlm	mele											0	0
of Battle Orders	100	1	1	30		30		bar	24	4	79	levelup-skill	Battle Orders	100	7										phlm	mele											0	0
of Battle Orders	100	1	1	55		55		bar	24	4	79	levelup-skill	Battle Orders	100	39										phlm	mele											0	0
of Battle Command	100	1	1	39		39		bar	30	4	79	levelup-skill	Battle Command	100	28										phlm	mele											0	0
of Cyclone Armor	100	1	1	24		24		dru	12	4	79	levelup-skill	Cyclone Armor	100	24										mele	tors											0	0
of Hurricane	100	1	1	55		55		dru	30	4	79	levelup-skill	Hurricane	100	22										mele	amul	circ										0	0
of Burst of Speed2	100	1	1	6		6		ass	6	4	79	levelup-skill	Quickness	100	4										boot	mele											0	0
of Burst of Speed2	100	1	1	36		36		ass	6	4	79	levelup-skill	Quickness	100	30										boot	mele											0	0
of Fading2	100	1	1	30		30		ass	18	4	79	levelup-skill	Fade	100	14										tors	amul	mele										0	0
of Frost Novas	100	1	1	36		36		sor	6	2	79	death-skill	Frost Nova	100	48										weap	amul	circ										0	0
of Novas	100	1	1	36		36		sor	12	2	79	death-skill	Nova	100	48										weap	shld											0	0
of Chain Lightning	100	1	1	36		36		sor	18	2	79	death-skill	Chain Lightning	100	48										weap												0	0
of Meteors	100	1	1	42		42		sor	24	2	79	death-skill	Meteor	100	48										weap												0	0
of Blizzards	100	1	1	42		42		sor	24	2	79	death-skill	Blizzard	100	48										weap												0	0
of Frozen Orbs	100	1	1	48		48		sor	30	2	79	death-skill	Frozen Orb	100	48										weap												0	0
of Corpse Explosions	100	1	1	36		36		nec	6	2	79	death-skill	Corpse Explosion	100	36										weap	head											0	0
of Poison Novas	100	1	1	48		48		nec	30	2	79	death-skill	Poison Nova	100	48										weap	glov	head										0	0
of Armageddon	100	1	1	48		48		dru	30	2	79	death-skill	Armageddon	100	48										mele												0	0
