Name	* Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Dim Vision	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		nec	6	1	77	gethit-skill	71	5	1										ring	circ	head	weap									0	0
of Dim Vision	#% Chance to cast level # [Skill] when struck	100	1	1	24		20		nec	6	1	77	gethit-skill	71	7	10										ring	circ	head	weap									0	0
of Weaken	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		nec	6	1	77	gethit-skill	72	5	1										weap	glov	head										0	0
of Weaken	#% Chance to cast level # [Skill] when struck	100	1	1	24		24		nec	6	1	77	gethit-skill	72	8	12										glov	weap	head										0	0
of Corpse Explosions	#% Chance to cast level # [Skill] when struck	100	1	1	6	40	6		nec	6	1	77	gethit-skill	74	4	1										weap	head											0	0
of Corpse Explosions	#% Chance to cast level # [Skill] when struck	100	1	1	40		45		nec	6	1	77	gethit-skill	74	7	18										weap	head											0	0
of Iron Maiden	#% Chance to cast level # [Skill] when struck	100	1	1	12	30	12		nec	12	1	77	gethit-skill	76	3	1										shld	weap	head										0	0
of Iron Maiden	#% Chance to cast level # [Skill] when struck	100	1	1	30		30		nec	12	1	77	gethit-skill	76	6	10										shld	weap	head										0	0
of Terror	#% Chance to cast level # [Skill] when struck	100	1	1	12	30	12		nec	12	1	77	gethit-skill	77	4	1										shld	weap	head										0	0
of Terror	#% Chance to cast level # [Skill] when struck	100	1	1	30		30		nec	12	1	77	gethit-skill	77	9	12										shld	weap	head										0	0
of Bone Walls	#% Chance to cast level # [Skill] when struck	100	1	1	12	35	12		nec	12	1	77	gethit-skill	78	5	1										weap	head											0	0
of Bone Walls	#% Chance to cast level # [Skill] when struck	100	1	1	35		37		nec	12	1	77	gethit-skill	78	4	25										weap	head											0	0
of Confusion	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		nec	18	1	77	gethit-skill	81	35	1										ring	circ	head	weap									0	0
of Confusion	#% Chance to cast level # [Skill] when struck	100	1	1	36		35		nec	18	1	77	gethit-skill	81	35	5										ring	circ	head	weap									0	0
of Life Tap	#% Chance to cast level # [Skill] when struck	100	1	1	18	40	18		nec	18	1	77	gethit-skill	82	12	1										weap	ring	head										0	0
of Life Tap	#% Chance to cast level # [Skill] when struck	100	1	1	40		41		nec	18	1	77	gethit-skill	82	19	5										weap	ring	head										0	0
of Poison Explosion	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		nec	18	1	77	gethit-skill	83	4	1										weap	head											0	0
of Poison Explosion	#% Chance to cast level # [Skill] when struck	100	1	1	36		36		nec	18	1	77	gethit-skill	83	5	10										weap	head											0	0
of Bone Spears	#% Chance to cast level # [Skill] when struck	100	1	1	18	55	18		nec	18	1	77	gethit-skill	84	7	1										weap	head											0	0
of Bone Spears	#% Chance to cast level # [Skill] when struck	100	1	1	55		55		nec	18	1	77	gethit-skill	84	11	20										weap	head											0	0
of Attraction	#% Chance to cast level # [Skill] when struck	100	1	1	24	48	25		nec	24	1	77	gethit-skill	86	5	2										ring	amul	head	circ	weap								0	0
of Attraction	#% Chance to cast level # [Skill] when struck	100	1	1	48	77	44		nec	24	1	77	gethit-skill	86	7	16										ring	amul	circ	head	weap								0	0
of Decrepification	#% Chance to cast level # [Skill] when struck	100	1	1	24	70	25		nec	24	1	77	gethit-skill	87	11	2										weap	shld	head										0	0
of Decrepification	#% Chance to cast level # [Skill] when struck	100	1	1	70		75		nec	24	1	77	gethit-skill	87	10	15										shld	weap	head										0	0
of Bone Imprisonment	#% Chance to cast level # [Skill] when struck	100	1	1	24	46	25		nec	24	1	77	gethit-skill	88	8	2										weap	ring	head										0	0
of Bone Imprisonment	#% Chance to cast level # [Skill] when struck	100	1	1	46		44		nec	24	1	77	gethit-skill	88	8	14										weap	ring	head										0	0
of Lower Resistance	#% Chance to cast level # [Skill] when struck	100	1	1	30	77	33		nec	30	1	77	gethit-skill	91	6	3										weap	head											0	0
of Lower Resistance	#% Chance to cast level # [Skill] when struck	100	1	1	77		80		nec	30	1	77	gethit-skill	91	6	18										weap	head											0	0
of Poison Novas	#% Chance to cast level # [Skill] when struck	100	1	1	30	48	33		nec	30	1	77	gethit-skill	92	5	3										weap	glov	head										0	0
of Poison Novas	#% Chance to cast level # [Skill] when struck	100	1	1	48		48		nec	30	1	77	gethit-skill	92	7	14										glov	weap	glov										0	0
of Bone Spirits	#% Chance to cast level # [Skill] when struck	100	1	1	30	48	33		nec	30	1	77	gethit-skill	93	4	3										amul	circ	head	weap									0	0
of Bone Spirits	#% Chance to cast level # [Skill] when struck	100	1	1	48		48		nec	30	1	77	gethit-skill	93	6	23										amul	circ	head	weap									0	0
of Revivification	#% Chance to cast level # [Skill] when struck	100	1	1	30	80	33		nec	30	1	77	gethit-skill	95	4	3										weap	head											0	0
of Revivification	#% Chance to cast level # [Skill] when struck	100	1	1	80		85		nec	30	1	77	gethit-skill	95	7	10										weap	head											0	0
of Holy Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		pal	6	1	77	gethit-skill	101	12	1										mele	ashd	amul	circ									0	0
of Holy Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	24	50	24		pal	6	1	77	gethit-skill	101	12	16										amul	circ	mele	circ									0	0
of Blessed Hammers	#% Chance to cast level # [Skill] when struck	100	1	1	18	50	18		pal	18	1	77	gethit-skill	112	5	1										mele	ashd											0	0
of Blessed Hammers	#% Chance to cast level # [Skill] when struck	100	1	1	50		45		pal	18	1	77	gethit-skill	112	9	20										mele	ashd											0	0
of Fist of the Heavens	#% Chance to cast level # [Skill] when struck	100	1	1	30	60	33		pal	30	1	77	gethit-skill	121	4	3										mele	ashd	glov										0	0
of Fist of the Heavens	#% Chance to cast level # [Skill] when struck	100	1	1	60		60		pal	30	1	77	gethit-skill	121	7	14										glov	mele	glov										0	0
of Howling	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		bar	1	1	77	gethit-skill	130	7	1										phlm	mele											0	0
of Howling	#% Chance to cast level # [Skill] when struck	100	1	1	18	55	18		bar	1	1	77	gethit-skill	130	8	12										phlm	mele											0	0
of Taunting	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		bar	6	1	77	gethit-skill	137	4	1										phlm	mele											0	0
of Taunting	#% Chance to cast level # [Skill] when struck	100	1	1	24	51	24		bar	6	1	77	gethit-skill	137	8	13										phlm	mele											0	0
of Shouting	#% Chance to cast level # [Skill] when struck	100	1	1	6	40	6		bar	6	1	77	gethit-skill	138	6	3										phlm	mele											0	0
of Shouting	#% Chance to cast level # [Skill] when struck	100	1	1	40		45		bar	6	1	77	gethit-skill	138	8	17										phlm	mele											0	0
of Battle Cry	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		bar	18	1	77	gethit-skill	146	20	1										phlm	mele											0	0
of Battle Cry	#% Chance to cast level # [Skill] when struck	100	1	1	36	65	36		bar	18	1	77	gethit-skill	146	15	18										phlm	mele											0	0
of Battle Orders	#% Chance to cast level # [Skill] when struck	100	1	1	24	55	25		bar	24	1	77	gethit-skill	149	5	2										phlm	mele											0	0
of Battle Orders	#% Chance to cast level # [Skill] when struck	100	1	1	55		55		bar	24	1	77	gethit-skill	149	7	22										phlm	mele											0	0
of Grim Ward	#% Chance to cast level # [Skill] when struck	100	1	1	24	50	25		bar	24	1	77	gethit-skill	150	4	2										phlm	mele	amul										0	0
of Grim Ward	#% Chance to cast level # [Skill] when struck	100	1	1	50		55		bar	24	1	77	gethit-skill	150	8	15										amul	phlm	mele										0	0
of War Cry	#% Chance to cast level # [Skill] when struck	100	1	1	30	55	33		bar	30	1	77	gethit-skill	154	7	3										phlm	mele											0	0
of War Cry	#% Chance to cast level # [Skill] when struck	100	1	1	55		63		bar	30	1	77	gethit-skill	154	10	13										phlm	mele											0	0
of Battle Command	#% Chance to cast level # [Skill] when struck	100	1	1	30	48	33		bar	30	1	77	gethit-skill	155	4	3										phlm	mele											0	0
of Battle Command	#% Chance to cast level # [Skill] when struck	100	1	1	48		53		bar	30	1	77	gethit-skill	155	8	10										phlm	mele											0	0
of Firestorms	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		dru	1	1	77	gethit-skill	225	33	1										mele												0	0
of Firestorms	#% Chance to cast level # [Skill] when struck	100	1	1	18	56	18		dru	1	1	77	gethit-skill	225	33	9										mele												0	0
of Molten Boulders	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		dru	6	1	77	gethit-skill	229	4	1										mele												0	0
of Molten Boulders	#% Chance to cast level # [Skill] when struck	100	1	1	24	53	21		dru	6	1	77	gethit-skill	229	7	9										mele												0	0
of Eruption	#% Chance to cast level # [Skill] when struck	100	1	1	12	36	12		dru	12	1	77	gethit-skill	234	5	1										mele												0	0
of Eruption	#% Chance to cast level # [Skill] when struck	100	1	1	36	68	36		dru	12	1	77	gethit-skill	234	8	15										mele												0	0
of Cyclone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	12	35	12		dru	12	1	77	gethit-skill	235	6	1										mele	tors											0	0
of Cyclone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	35		37		dru	12	1	77	gethit-skill	235	9	14										tors	mele											0	0
of Twister	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		dru	18	1	77	gethit-skill	240	4	1										mele	amul	circ										0	0
of Twister	#% Chance to cast level # [Skill] when struck	100	1	1	36		38		dru	18	1	77	gethit-skill	240	8	17										amul	circ	mele										0	0
of Volcano	#% Chance to cast level # [Skill] when struck	100	1	1	24	42	25		dru	24	1	77	gethit-skill	244	4	2										mele												0	0
of Volcano	#% Chance to cast level # [Skill] when struck	100	1	1	42		44		dru	24	1	77	gethit-skill	244	7	15										mele												0	0
of Tornado	#% Chance to cast level # [Skill] when struck	100	1	1	24	49	25		dru	24	1	77	gethit-skill	245	6	2										mele	amul	circ										0	0
of Tornado	#% Chance to cast level # [Skill] when struck	100	1	1	49		50		dru	24	1	77	gethit-skill	245	7	16										amul	circ	mele										0	0
of Armageddon	#% Chance to cast level # [Skill] when struck	100	1	1	30	60	33		dru	30	1	77	gethit-skill	249	4	4										mele												0	0
of Armageddon	#% Chance to cast level # [Skill] when struck	100	1	1	60		70		dru	30	1	77	gethit-skill	249	6	19										mele												0	0
of Hurricane	#% Chance to cast level # [Skill] when struck	100	1	1	30	65	33		dru	30	1	77	gethit-skill	250	11	3										mele	amul	circ										0	0
of Hurricane	#% Chance to cast level # [Skill] when struck	100	1	1	65		65		dru	30	1	77	gethit-skill	250	8	21										amul	circ	mele										0	0
of Burst of Speed2	#% Chance to cast level # [Skill] when struck	100	1	1	6	40	6		ass	6	1	77	gethit-skill	258	5	2										boot	mele											0	0
of Burst of Speed2	#% Chance to cast level # [Skill] when struck	100	1	1	40		45		ass	6	1	77	gethit-skill	258	8	8										boot	mele											0	0
of Cloak of Shadows2	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		ass	18	1	77	gethit-skill	264	5	1										amul	mele											0	0
of Cloak of Shadows2	#% Chance to cast level # [Skill] when struck	100	1	1	36		38		ass	18	1	77	gethit-skill	264	9	13										amul	mele											0	0
of Fading2	#% Chance to cast level # [Skill] when struck	100	1	1	18	50	18		ass	18	1	77	gethit-skill	267	4	1										tors	amul	mele										0	0
of Fading2	#% Chance to cast level # [Skill] when struck	100	1	1	50		53		ass	18	1	77	gethit-skill	267	8	12										tors	amul	mele										0	0
of Mind Blasting2	#% Chance to cast level # [Skill] when struck	100	1	1	24	48	25		ass	24	1	77	gethit-skill	273	3	2										helm	mele											0	0
of Mind Blasting2	#% Chance to cast level # [Skill] when struck	100	1	1	48		48		ass	24	1	77	gethit-skill	273	7	18										helm	mele											0	0
of Blade Shield2	#% Chance to cast level # [Skill] when struck	100	1	1	30	48	33		ass	30	1	77	gethit-skill	277	6	3										tors	mele											0	0
of Blade Shield2	#% Chance to cast level # [Skill] when struck	100	1	1	48		50		ass	30	1	77	gethit-skill	277	9	17										tors	mele											0	0
of Venom	#% Chance to cast level # [Skill] when struck	100	1	1	30	57	33		ass	30	1	77	gethit-skill	278	12	3										glov	mele											0	0
of Venom	#% Chance to cast level # [Skill] when struck	100	1	1	57		61		ass	30	1	77	gethit-skill	278	8	19										glov	mele											0	0
of Inner Sight	#% Chance to cast level # [Skill] on striking	100	1	1	1	46	1		ama	1	1	78	hit-skill	8	3	3										amul	amaz	circ	glov									0	0
of Inner Sight	#% Chance to cast level # [Skill] on striking	100	1	1	46		46		ama	1	1	78	hit-skill	8	10	11										amul	amaz	circ	glov									0	0
of Slow Missiles	#% Chance to cast level # [Skill] on striking	100	1	1	34		33		ama	12	1	78	hit-skill	17	4	2										amaz	glov	amul										0	0
of Lightning Fury	#% Chance to cast level # [Skill] on striking	100	1	1	30	70	33		ama	30	1	78	hit-skill	35	5	7										jave												0	0
of Lightning Fury	#% Chance to cast level # [Skill] on striking	100	1	1	70		71		ama	30	1	78	hit-skill	35	9	15										jave												0	0
of Fire Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	1	11	1		sor	1	1	78	hit-skill	36	5	2										weap	ring	circ										0	0
of Fire Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	11	44	11		sor	1	1	78	hit-skill	36	8	9										weap	ring	circ										0	0
of Charged Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	1	11	1		sor	1	1	78	hit-skill	38	5	2										weap	ring	circ										0	0
of Charged Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	11	44	11		sor	1	1	78	hit-skill	38	8	9										weap	ring	circ										0	0
of Ice Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	1	11	1		sor	1	1	78	hit-skill	39	5	2										weap	ring	circ										0	0
of Ice Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	11	44	11		sor	1	1	78	hit-skill	39	8	9										weap	ring	circ										0	0
of Static Field	#% Chance to cast level # [Skill] on striking	100	1	1	18	40	18		sor	6	1	78	hit-skill	42	3	4										weap	ring	circ										0	0
of Static Field	#% Chance to cast level # [Skill] on striking	100	1	1	40		41		sor	6	1	78	hit-skill	42	6	9										weap	ring	circ										0	0
of Frost Novas	#% Chance to cast level # [Skill] on striking	100	1	1	6	42	6		sor	6	1	78	hit-skill	44	6	3										weap	amul	circ										0	0
of Frost Novas	#% Chance to cast level # [Skill] on striking	100	1	1	42		42		sor	6	1	78	hit-skill	44	6	13										weap	amul	circ										0	0
of Ice Blasts	#% Chance to cast level # [Skill] on striking	100	1	1	6	32	6		sor	6	1	78	hit-skill	45	4	2										weap	ring	circ										0	0
of Ice Blasts	#% Chance to cast level # [Skill] on striking	100	1	1	32		32		sor	6	1	78	hit-skill	45	7	12										weap	ring	circ										0	0
of Fire Balls	#% Chance to cast level # [Skill] on striking	100	1	1	18	32	18		sor	12	1	78	hit-skill	47	5	5										weap												0	0
of Fire Balls	#% Chance to cast level # [Skill] on striking	100	1	1	32		32		sor	12	1	78	hit-skill	47	5	19										weap												0	0
of Novas	#% Chance to cast level # [Skill] on striking	100	1	1	28	60	32		sor	12	1	78	hit-skill	48	6	9										weap	shld											0	0
of Novas	#% Chance to cast level # [Skill] on striking	100	1	1	60		60		sor	12	1	78	hit-skill	48	6	21										weap	shld											0	0
of Lightning	#% Chance to cast level # [Skill] on striking	100	1	1	48		48		sor	12	1	78	hit-skill	49	8	14										weap												0	0
of Fire Walls	#% Chance to cast level # [Skill] on striking	100	1	1	24	45	24		sor	18	1	78	hit-skill	51	4	7										weap												0	0
of Fire Walls	#% Chance to cast level # [Skill] on striking	100	1	1	45		45		sor	18	1	78	hit-skill	51	6	14										weap												0	0
of Chain Lightning	#% Chance to cast level # [Skill] on striking	100	1	1	46		46		sor	18	1	78	hit-skill	53	6	16										weap												0	0
of Glacial Spikes	#% Chance to cast level # [Skill] on striking	100	1	1	18	40	18		sor	18	1	78	hit-skill	55	6	2										weap												0	0
of Glacial Spikes	#% Chance to cast level # [Skill] on striking	100	1	1	40		40		sor	18	1	78	hit-skill	55	7	11										weap												0	0
of Meteors	#% Chance to cast level # [Skill] on striking	100	1	1	32	62	32		sor	24	1	78	hit-skill	56	4	7										weap												0	0
of Meteors	#% Chance to cast level # [Skill] on striking	100	1	1	62		62		sor	24	1	78	hit-skill	56	5	19										weap												0	0
of Blizzards	#% Chance to cast level # [Skill] on striking	100	1	1	29	57	29		sor	24	1	78	hit-skill	59	9	6										weap												0	0
of Blizzards	#% Chance to cast level # [Skill] on striking	100	1	1	57		57		sor	24	1	78	hit-skill	59	5	18										weap												0	0
of Hydras	#% Chance to cast level # [Skill] on striking	100	1	1	34	80	34		sor	30	1	78	hit-skill	62	3	3										weap												0	0
of Hydras	#% Chance to cast level # [Skill] on striking	100	1	1	80		80		sor	30	1	78	hit-skill	62	2	21										weap												0	0
of Frozen Orbs	#% Chance to cast level # [Skill] on striking	100	1	1	48		48		sor	30	1	78	hit-skill	64	7	12										weap												0	0
of Amplify Damage	#% Chance to cast level # [Skill] on striking	100	1	1	1	35	1		nec	1	1	78	hit-skill	66	4	2										weap	head											0	0
of Amplify Damage	#% Chance to cast level # [Skill] on striking	100	1	1	35		35		nec	1	1	78	hit-skill	66	5	9										weap	head											0	0
of Teeth	#% Chance to cast level # [Skill] on striking	100	1	1	1	18	4		nec	1	1	78	hit-skill	67	10	4										weap	head											0	0
of Dim Vision	#% Chance to cast level # [Skill] on striking	100	1	1	24		24		nec	6	1	78	hit-skill	71	5	9										ring	circ	head	weap									0	0
of Weaken	#% Chance to cast level # [Skill] on striking	100	1	1	24		24		nec	6	1	78	hit-skill	72	5	10										weap	glov	head										0	0
of Corpse Explosions	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		nec	6	1	78	hit-skill	74	4	11										weap	head											0	0
of Iron Maiden	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		nec	12	1	78	hit-skill	76	5	8										shld	weap	head										0	0
of Terror	#% Chance to cast level # [Skill] on striking	100	1	1	24		24		nec	12	1	78	hit-skill	77	4	7										shld	weap	head										0	0
of Confusion	#% Chance to cast level # [Skill] on striking	100	1	1	22		22		nec	18	1	78	hit-skill	81	7	5										ring	circ	head	weap									0	0
of Life Tap	#% Chance to cast level # [Skill] on striking	100	1	1	32		32		nec	18	1	78	hit-skill	82	8	7										weap	ring	head										0	0
of Poison Explosion	#% Chance to cast level # [Skill] on striking	100	1	1	27		27		nec	18	1	78	hit-skill	83	4	9										weap	head											0	0
of Bone Spears	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		nec	18	1	78	hit-skill	84	4	11										weap	head											0	0
of Decrepification	#% Chance to cast level # [Skill] on striking	100	1	1	38		38		nec	24	1	78	hit-skill	87	6	9										weap	shld	head										0	0
of Bone Imprisonment	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		nec	24	1	78	hit-skill	88	5	5										weap	ring	head										0	0
of Lower Resistance	#% Chance to cast level # [Skill] on striking	100	1	1	45		45		nec	30	1	78	hit-skill	91	6	13										weap	head											0	0
of Poison Novas	#% Chance to cast level # [Skill] on striking	100	1	1	55		55		nec	30	1	78	hit-skill	92	5	22										weap	glov	head										0	0
of Bone Spirits	#% Chance to cast level # [Skill] on striking	100	1	1	48		48		nec	30	1	78	hit-skill	93	4	18										amul	circ	head	weap									0	0
of Revivification	#% Chance to cast level # [Skill] on striking	100	1	1	51		51		nec	30	1	78	hit-skill	95	3	8										weap	head											0	0
of Firestorms	#% Chance to cast level # [Skill] on striking	100	1	1	1	18	1		dru	1	1	78	hit-skill	225	12	4										mele												0	0
of Firestorms	#% Chance to cast level # [Skill] on striking	100	1	1	18	36	18		dru	1	1	78	hit-skill	225	6	12										mele												0	0
of Molten Boulders	#% Chance to cast level # [Skill] on striking	100	1	1	18		18		dru	6	1	78	hit-skill	229	4	9										mele												0	0
of Eruption	#% Chance to cast level # [Skill] on striking	100	1	1	36		36		dru	12	1	78	hit-skill	234	5	21										mele												0	0
of Twister	#% Chance to cast level # [Skill] on striking	100	1	1	24	48	24		dru	18	1	78	hit-skill	240	7	7										mele	amul	circ										0	0
of Volcano	#% Chance to cast level # [Skill] on striking	100	1	1	48		48		dru	24	1	78	hit-skill	244	3	22										mele												0	0
of Tornado	#% Chance to cast level # [Skill] on striking	100	1	1	36		36		dru	24	1	78	hit-skill	245	7	12										mele	amul	circ										0	0
of Armageddon	#% Chance to cast level # [Skill] on striking	100	1	1	60		60		dru	30	1	78	hit-skill	249	3	24										mele												0	0
of Cloak of Shadows2	#% Chance to cast level # [Skill] on striking	100	1	1	18		18		ass	18	1	78	hit-skill	264	5	3										amul	mele											0	0
of Mind Blasting2	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		ass	24	1	78	hit-skill	273	3	7										helm	mele											0	0
of Inner Sight	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	6		6		ama	1	4	79	levelup-skill	Inner Sight	100	17										amul	amaz	circ	glov									0	0
of Enchantment	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	18		18		sor	18	4	79	levelup-skill	Enchant	100	27										weap												0	0
of Thunder Storm	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	24		24		sor	24	4	79	levelup-skill	Thunder Storm	100	24										weap												0	0
of Chilling Armor	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	24		24		sor	24	4	79	levelup-skill	Chilling Armor	100	17										weap	tors											0	0
of Bone Armor	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	20		20		nec	1	4	79	levelup-skill	Bone Armor	100	20										weap	tors	head										0	0
of Shouting	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	6		6		bar	6	4	79	levelup-skill	Shout	100	9										phlm	mele											0	0
of Shouting	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	36		36		bar	6	4	79	levelup-skill	Shout	100	20										phlm	mele											0	0
of Battle Orders	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	30		30		bar	24	4	79	levelup-skill	Battle Orders	100	7										phlm	mele											0	0
of Battle Orders	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	55		55		bar	24	4	79	levelup-skill	Battle Orders	100	39										phlm	mele											0	0
of Battle Command	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	39		39		bar	30	4	79	levelup-skill	Battle Command	100	28										phlm	mele											0	0
of Cyclone Armor	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	24		24		dru	12	4	79	levelup-skill	Cyclone Armor	100	24										mele	tors											0	0
of Hurricane	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	55		55		dru	30	4	79	levelup-skill	Hurricane	100	22										mele	amul	circ										0	0
of Burst of Speed2	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	6		6		ass	6	4	79	levelup-skill	Quickness	100	4										boot	mele											0	0
of Burst of Speed2	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	36		36		ass	6	4	79	levelup-skill	Quickness	100	30										boot	mele											0	0
of Fading2	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	30		30		ass	18	4	79	levelup-skill	Fade	100	14										tors	amul	mele										0	0
of Frost Novas	#% Chance to cast level # [Skill] when you Die	100	1	1	36		36		sor	6	2	79	death-skill	Frost Nova	100	48										weap	amul	circ										0	0
of Novas	#% Chance to cast level # [Skill] when you Die	100	1	1	36		36		sor	12	2	79	death-skill	Nova	100	48										weap	shld											0	0
of Chain Lightning	#% Chance to cast level # [Skill] when you Die	100	1	1	36		36		sor	18	2	79	death-skill	Chain Lightning	100	48										weap												0	0
of Meteors	#% Chance to cast level # [Skill] when you Die	100	1	1	42		42		sor	24	2	79	death-skill	Meteor	100	48										weap												0	0
of Blizzards	#% Chance to cast level # [Skill] when you Die	100	1	1	42		42		sor	24	2	79	death-skill	Blizzard	100	48										weap												0	0
of Frozen Orbs	#% Chance to cast level # [Skill] when you Die	100	1	1	48		48		sor	30	2	79	death-skill	Frozen Orb	100	48										weap												0	0
of Corpse Explosions	#% Chance to cast level # [Skill] when you Die	100	1	1	36		36		nec	6	2	79	death-skill	Corpse Explosion	100	36										weap	head											0	0
of Poison Novas	#% Chance to cast level # [Skill] when you Die	100	1	1	48		48		nec	30	2	79	death-skill	Poison Nova	100	48										weap	glov	head										0	0
of Armageddon	#% Chance to cast level # [Skill] when you Die	100	1	1	48		48		dru	30	2	79	death-skill	Armageddon	100	48										mele	amaz											0	0
of Draining	Life gained after each hit	100	1	1	20		20				8	80	healperhit		1	3									dred	mele	amaz											0	0
of Funneling	Life gained after each hit	100	1	1	20		20				6	80	healperhit		4	6									dred	mele	amaz											0	0
of Pumping	Life gained after each hit	100	1	1	20		20				4	80	healperhit		7	9									dred	mele	amaz											0	0
of Siphoning	Life gained after each hit	100	1	1	20		20				2	80	healperhit		10	12									dred	mele	amaz											0	0
of Splitting	+# Bone Spear Projectiles	100	1	1	30		30		nec	30	64	81	extra_bonespears		1	1										head	wand											0	0
of Splitting	+# Holy Bolt Projectiles	100	1	1	30		30		pal	30	64	81	extra_holybolt		1	1										scep	ashd											0	0
of Craftsmanship	+# to Maximum Damage	100	1	0	21	70	15				20	14	dmg-max		5	5										scha												0	0
of Quality	+# to Maximum Damage	100	1	0	36		45				10	14	dmg-max		10	10										scha												0	0
of Maiming	+# to Maximum Damage	100	1	0	60		75				3	14	dmg-max		20	20										scha												0	0
of Frost	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	14	70	10				20	10	cold-min		1	1	cold-max		1	5	cold-len		25	25		scha												0	0
of the Icicle	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	21		25				10	10	cold-min		2	5	cold-max		5	10	cold-len		25	25		scha												0	0
of the Glacier	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	60		40				3	10	cold-min		3	10	cold-max		10	20	cold-len		25	25		scha												0	0
of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	81		75				1	10	cold-min		5	20	cold-max		20	40	cold-len		25	25		scha												0	0
of Flame	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	14	70	10				20	12	fire-min		1	1	fire-max		1	5						scha												0	0
of Fire	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	21		25				10	12	fire-min		2	5	fire-max		5	10						scha												0	0
of Burning	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	60		40				3	12	fire-min		3	10	fire-max		10	20						scha												0	0
of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	81		75				1	12	fire-min		5	20	fire-max		20	40						scha												0	0
of Shock	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	14	70	10				20	13	ltng-min		1	1	ltng-max		1	5						scha												0	0
of Lightning	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	21		25				10	13	ltng-min		2	5	ltng-max		5	10						scha												0	0
of Thunder	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	60		40				3	13	ltng-min		3	10	ltng-max		10	20						scha												0	0
of Storms	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	81		75				1	13	ltng-min		5	20	ltng-max		20	40						scha												0	0
of Blight	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	15	70	10				20	16	dmg-pois	75	20	20	res-pois-len		2	3						scha												0	0
