description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
CRAFT ITEM - Helmetet Full Helmet Magic & Jewel & Ith-Rune & Perfect-Sapphire = Get-hit-skill Frost Nova + Attacker-takes-dmg + Def-missle Full Helmet Crafted	1				100					4	fhl,mag,upg	jew	r06	gpb				usetype,crf		50	50	gethit-skill		44	5	4	thorns			3	7	ac-miss			25	50																																																																					0
CRAFT ITEM - Helmetet Helmet Magic & Jewel & Ral-Rune & Perfect-Ruby = Hp-steal + Hp + Deadly Helmet Crafted	1				100					4	hlm,mag,upg	jew	r08	gpr				usetype,crf		50	50	lifesteal			1	3	hp			10	20	deadly			5	10																																																																					0
CRAFT ITEM - Helmetet Mask Magic & Jewel & Nef-Rune & Perfect-Amethyst = Mana-regen + Mana + Mana-steal Mask Crafted	1				100					4	msk,mag,upg	jew	r04	gpv				usetype,crf		50	50	regen-mana			4	10	mana			10	20	manasteal			1	4																																																																					0
CRAFT ITEM - Helmetet Crown Magic & Jewel & Ith-Rune & Perfect-Emerald = Reduce-dmg + Reduce-dmg-magic + Resist-lightning + Def% Crown Crafted	1				100					4	crn,mag,upg	jew	r06	gpg				usetype,crf		50	50	red-dmg			1	4	red-mag			1	2	res-ltng			5	10	ac%			10	30																																																																0
CRAFT ITEM - Helmetet Rare & Jewel Magic & Chipped-Topaz = Mana-kill + Regenerate-mana Helmetet Crafted	1				100	3	12	10		3	helm,rar	jew,mag	gcy					usetype,crf		100		mana-kill	100		1	3	regen-mana	100		35	50																																																																										0
CRAFT ITEM - Helmetet Rare & Jewel Magic & Topaz = All-skills + Def% Helmetet Crafted	1				100	3	12	20		3	helm,rar	jew,mag	gsy					usetype,crf		100		allskills	100		1	1	ac%	100		50	60																																																																										0
CRAFT ITEM - Helmetet Rare & Jewel Rare & Tal-Rune & Amn-Rune = Fcr + Fhr Helmetet Crafted	1				100	3	12	30		4	helm,rar	jew,rar	r07	r11				usetype,crf		100		cast1	100		15	15	balance2	100		20	20																																																																										0
CRAFT ITEM - Helmetet Rare & Jewel Unique & Lum-Rune & Mal-Rune = All-skills + Energy + Def% Helmetet Crafted	1				100	3	12	51		4	helm,rar	jew,uni	r17	r23				usetype,crf		100		allskills	100		1	1	enr	100		10	20	ac%	100		70	80																																																																					0
CRAFT ITEM - Helmetet Rare & 2 Jewel Unique & Ohm-Rune & Cham-Rune = All-skills + Dmg-to-Mana + Fbr + Hp-kill Helmetet Crafted	1				100	3	12	70		5	helm,rar	jew,uni,qty=2	r27	r32				usetype,crf		100		allskills	100		2	2	dmg-to-mana	100		10	10	block1	100		15	15	heal-kill	100		5	8																																																																0
CRAFT ITEM - Ring Magic & Perfect-Ruby & Exploding Potion = Garnet Ring Magic	1				0					3	rin,mag	gpr	opm					rin,mag,pre=372	30																																																																																						0
CRAFT ITEM - Ring Magic & Perfect-Sapphire & Thawing Potion = Cobalt Ring Magic	1				0					3	rin,mag	gpb	wms					rin,mag,pre=353	30																																																																																						0
CRAFT ITEM - Ring Magic & Perfect-Topaz & Rejuvenation Potion = Coral Ring Magic	1				0					3	rin,mag	gpy	rvs					rin,mag,pre=392	30																																																																																						0
CRAFT ITEM - Ring Magic & Standard Emerald & Antidote Potion = Jade Ring Magic	1				0					3	rin,mag	gpg	yps					rin,mag,pre=412	30																																																																																						0
CRAFT ITEM - Ring Magic & Jewel & Amn-Rune & Perfect-Sapphire = Get-hit-skill Frost Nova + Attacker-takes-dmg + Dexterity Ring Crafted	1				100					4	ring,mag	jew	r11	gpb				usetype,crf		50	50	gethit-skill		44	5	4	thorns			3	6	dex			1	5																																																																					0
CRAFT ITEM - Ring Magic & Jewel & Sol-Rune & Perfect-Ruby = Hp-steal + Hp + Strength Ring Crafted	1				100					4	ring,mag	jew	r12	gpr				usetype,crf		50	50	lifesteal			1	3	hp			10	20	str			1	5																																																																					0
CRAFT ITEM - Ring Magic & Jewel & Amn-Rune & Perfect-Amethyst = Mana-regen + Mana + Energy Ring Crafted	1				100					4	ring,mag	jew	r11	gpv				usetype,crf		50	50	regen-mana			4	10	mana			10	20	enr			1	5																																																																					0
CRAFT ITEM - Ring Magic & Jewel & Amn-Rune & Perfect-Emerald = Reduce-dmg + Reduce-dmg-magic + Vitality Ring Crafted	1				100					4	ring,mag	jew	r11	gpg				usetype,crf		50	50	red-dmg			1	4	red-mag			1	2	vit			1	5																																																																					0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Um-Rune = All-res Ring Crafted	1				100	3	12	32		5	rin,uni	jew,uni,qty=3	r22					usetype,crf		100		res-all	100		10	15																																																																															0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Mal-Rune = XP Ring Crafted	1				100	3	12	37		5	rin,uni	jew,uni,qty=3	r23					usetype,crf		100		addxp	100		3	5																																																																															0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Ist-Rune = MF Ring Crafted	1				100	3	12	41		5	rin,uni	jew,uni,qty=3	r24					usetype,crf		100		mag%	100		20	25																																																																															0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Gul-Rune = Ar% Ring Crafted	1				100	3	12	45		5	rin,uni	jew,uni,qty=3	r25					usetype,crf		100		att%	100		10	15																																																																															0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Vex-Rune = Hp & Mana Leech Ring Crafted	1				100	3	12	49		5	rin,uni	jew,uni,qty=3	r26					usetype,crf		100		lifesteal	100		6	6	manasteal	100		6	6																																																																										0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Ohm-Rune = Dmg% Ring Crafted	1				100	3	12	53		5	rin,uni	jew,uni,qty=3	r27					usetype,crf		100		dmg%	100		40	60																																																																															0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Lo-Rune = Ias Ring Crafted	1				100	3	12	57		5	rin,uni	jew,uni,qty=3	r28					usetype,crf		100		swing1	100		15	15																																																																															0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Sur-Rune = Hp% Ring Crafted	1				100	3	12	61		5	rin,uni	jew,uni,qty=3	r29					usetype,crf		100		hp%	100		15	20																																																																															0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Ber-Rune = Reduced-Dmg% Ring Crafted	1				100	3	12	65		5	rin,uni	jew,uni,qty=3	r30					usetype,crf		100		red-dmg%	100		7	10																																																																															0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Jah-Rune = Mana% Ring Crafted	1				100	3	12	69		5	rin,uni	jew,uni,qty=3	r31					usetype,crf		100		mana%	100		15	20																																																																															0
CRAFT ITEM - Ring Unique & 3 Jewel Unique & Cham-Rune = %Element Absord Ring Crafted	1				100	3	12	73		5	rin,uni	jew,uni,qty=3	r32					usetype,crf		100		abs-cold%	100		10	15	abs-fire%	100		10	15	abs-ltng%	100		10	15																																																																					0
CRAFT ITEM - Shield Magic & Spiked Club & 2 Skulls (Any) = Shield Crafted	1				0					4	shld,mag	gemz,qty=2	spc					usetype,mag,suf=162	30		60																																																																																				0
CRAFT ITEM - Shield Gothic Shield Magic & Jewel & Eth-Rune & Perfect-Sapphire = Get-hit-skill Frost Nova + Attacker-takes-dmg + Increased-block Gothic Shield Crafted	1				100					4	gts,mag,upg	jew	r05	gpb				usetype,crf		50	50	gethit-skill		44	5	4	thorns			3	10	block			5	10																																																																					0
CRAFT ITEM - Shield Spiked Shield Magic & Jewel & Ith-Rune & Perfect-Ruby = Hp-steal + Hp + Attacker-takes-dmg Spiked Shield Crafted	1				100					4	spk,mag,upg	jew	r06	gpr				usetype,crf		50	50	lifesteal			1	3	hp			10	20	thorns			4	7																																																																					0
CRAFT ITEM - Shield Small Shield Magic & Jewel & Eth-Rune & Perfect-Amethyst = Regen-mana + Mana + Increased-block Small Shield Crafted	1				100					4	sml,mag,upg	jew	r05	gpv				usetype,crf		50	50	regen-mana			4	10	mana			10	20	block			5	10																																																																					0
CRAFT ITEM - Shield Kite Shield Magic & Jewel & Nef-Rune & Perfect-Emerald = Reduce-dmg + Reduce-dmg-magic + Def% Kite Shield Crafted	1				100					4	kit,mag,upg	jew	r04	gpg				usetype,crf		50	50	red-dmg			1	4	red-mag			1	2	res-mag			5	10	ac%			10	30																																																																0
CRAFT ITEM - Shield Rare & Jewel Magic & Chipped-Skull = Attacker-takes-dmg + Increased-block Shield Crafted	1				100	3	12	10		3	shld,rar	jew,mag	skc					usetype,crf		100		thorns	100		6	10	block	100		8	15																																																																										0
CRAFT ITEM - Shield Rare & Jewel Magic & Skull = Fhr + Fbr Shield Crafted	1				100	3	12	20		3	shld,rar	jew,mag	sku					usetype,crf		100		balance2	100		20	20	block2	100		20	20																																																																										0
CRAFT ITEM - Shield Rare & Jewel Rare & Thul-Rune & Dol-Rune = Def% + Hp-steal + Increased-block Shield Crafted	1				100	3	12	30		4	shld,rar	jew,rar	r10	r14				usetype,crf		100		ac%	100		50	75	lifesteal	100		5	5	block	10		10	15																																																																					0
CRAFT ITEM - Shield Rare & Jewel Unique & Hel-Rune & Pul-Rune = Def% + Fbr + Res-all Shield Crafted	1				100	3	12	51		4	shld,rar	jew,uni	r15	r21				usetype,crf		100		ac%	100		65	90	block3	100		30	30	res-all	100		20	30																																																																					0
CRAFT ITEM - Shield Rare & 2 Jewel Unique & Vex-Rune & Sur-Rune = All-skills + Sockets + Increased-block + Dmg% Shield Crafted	1				100	3	12	70		5	shld,rar	jew,uni,qty=2	r26	r29				usetype,crf		100		allskills	100		2	2	sock	100		2	3	block	100		30	30	dam%	100		25	50																																																																0
CRAFT ITEM - Sword Magic & 4 Healing Potions (Any) & Ruby = Hp-steal Sword Magic	1				0					6	swor,mag	gsr	hpot,qty=4					usetype,mag,suf=352	30		60																																																																																				0
CRAFT ITEM - Blunt Weapon & Jewel & Tir-Rune & Perfect-Sapphire = Get-hit-skill Frost Nova + Attacker-takes-dmg + Dmg% Blunt Weapon Crafted	1				100					4	blun,mag	jew	r03	gpb				usetype,crf		50	50	gethit-skill		44	5	4	thorns			3	7	dmg%			35	60																																																																					0
CRAFT ITEM - Axe & Jewel & Ort-Rune & Perfect-Ruby = Hp-steal + Hp + Dmg% Axe Crafted	1				100					4	axe,mag	jew	r09	gpr				usetype,crf		50	50	lifesteal			1	4	hp			10	20	dmg%			35	60																																																																					0
CRAFT ITEM - Rod & Jewel & Tir-Rune & Perfect-Amethyst = Regen-mana + Mana + Mana% Rod Crafted	1				100					4	rod,mag	jew	r03	gpv				usetype,crf		50	50	regen-mana			4	10	mana			10	20	mana%			1	5																																																																					0
CRAFT ITEM - Spear & Jewel & Sol-Rune & Perfect-Emerald = Reduce-dmg + Reduce-dmg-magic + Def% Spear Crafted	1				100					4	spea,mag	jew	r12	gpg				usetype,crf		50	50	red-dmg			1	4	red-mag			1	2	ac%			5	10																																																																					0
CRAFT ITEM - Weapon Superior & Ral-Rune & Jewel = Tempered Weapon Tempered					100					3	weap,hiq,nos	jew	r08					useitem,tmp																																																																																							0
CRAFT ITEM - Weapon Tempered & El-Rune & Chipped-Gem (Any) = AR + Weapon Tempered					100					3	weap,tmp	r01	gcv					useitem				levelreq			2	2	att			30	50																																																																										0
CRAFT ITEM - Weapon Rare & Jewel Magic & Chipped-Diamond = Dmg% Weapon Crafted	1				100	3	12	13		3	weap,rar	jew,mag	gcw					usetype,crf		100		dmg%	100		40	70																																																																															0
CRAFT ITEM - Weapon Rare & Jewel Magic & Diamond & Ith-Rune = Dmg% + Dmg Weapon Crafted	1				100	3	12	20		4	weap,rar	jew,mag	gsw	r06				usetype,crf		100		dmg%	100		60	80	dmg-norm	100		5	15																																																																										0
CRAFT ITEM - Weapon Rare & 2 Jewel Magic & Flawless-Diamond & Shael-Rune = Dmg + Dmg + Ias Weapon Crafted	1				100	3	12	31		5	weap,rar	jew,mag,qty=2	glw	r13				usetype,crf		100		dmg%	100		60	80	dmg-norm	100		5	15	swing1	100		20	20																																																																					0
CRAFT ITEM - Weapon Rare & 2 Jewel Rare & Fal-Rune & Shael-Rune = Dmg% + All-skills + Ias Weapon Crafted	1				100	3	12	44		5	weap,rar	jew,rar,qty=2	r19	r13				usetype,crf		100		dmg%	100		80	100	allskills	100		1	1	swing1	100		20	20																																																																					0
CRAFT ITEM - Weapon Rare & 2 Jewel Rare & Amn-Rune & Vex-Rune = Dmg% + Hp-steal + Mana-steal + All-skills Weapon Crafted	1				100	3	12	57		5	weap,rar	jew,rar,qty=2	r11	r26				usetype,crf		100		dmg%	100		100	140	lifesteal	100		6	8	manasteal	100		6	8	allskills	100		1	1																																																																0
CRAFT ITEM - Weapon Rare & 2 Jewel Unique & Ohm-Rune & Sur-Rune = Dmg% + Ias + MF + All-skills Weapon Crafted	1				100	3	12	69		5	weap,rar	jew,uni,qty=2	r27	r29				usetype,crf		100		dmg%	100		150	175	swing2	100		30	30	mag%	100		30	30	allskills	100		1	1																																																																0
CRAFT ITEM - Weapon Rare & 2 Jewel Unique & Ber-Rune & Cham-Rune & Zod-Rune = Dmg% + Ias + MF + All-skills Weapon Crafted	1				100	3	12	78		6	weap,rar	jew,uni,qty=2	r30	r32	r33			usetype,crf		100		dmg%	100		200	300	swing2	100		40	40	mag%	100		75	75	allskills	100		2	2																																																																0
CONVERT ARMOR - 1 El-Rune & 1 Chipped-Gem (Any) & 1 Low Quality Armor = Normal Armor	1				100					3	armo,low	r01	gem0					usetype,nor																																																																																							0
CONVERT ARMOR - El-Rune & Hel-Rune & any armor = Armor Normal	1				100					3	armo,any	r01	r15					usetype,nor	90		99																																																																																				0
CONVERT ARMOR - 2 Unique Jewel & Ohm-Rune = forces Armor ethereal	1				100					4	armo,any	jew,uni,qty=2	r27					useitem		100		ethereal	100		1	1																																																																															0
CONVERT ITEM - Identity Scroll = Splash Charm	0				100					1	isc							cm4																																																																																							0
CONVERT ITEM - 2 Arrows = Bolts	1				0					2	aqv,qty=2							cqv																																																																																							0
CONVERT ITEM - 2 Bolts = Arrows	1				0					2	cqv,qty=2							aqv																																																																																							0
CONVERT ITEM - All chipped gems = Gem Bag	1				0					7	gcy	gcv	gcw	gcg	gcr	skc	gcb	Gem Bag																																																																																							0
CONVERT ITEM - Terror Key & Hate Key & Destruction Key & ID Scroll = Keychain	1				100					4	pk1	pk2	pk3	isc				Keychain				stacked/terror-key	100		1	1																																																																															0
CONVERT ITEM - Twisted Essence of Suffering & Charged Essence of Hatred & Burning Essence of Terror & Festering Essence of Destruction = Token of Absolution	1				100					4	tes	ceh	bet	fed				toa																																																																																							0
CONVERT ITEM - Scroll of Town Portal & Scroll of Identify = Token of Absolution	1				100					2	isc	tsc						toa																																																																																							0
CONVERT ITEM - Ral-Rune & Jewel & Magic Ring = Tempered Ring					100					3	ring,mag	jew	r08					usetype,tmp				levelreq			3	3																																																																															0
CONVERT ITEM - Axe (Any) & Dagger (Any) = Throwing Axe Normal	1				0					2	axe	knif						tax,nor																																																																																							0
CONVERT KEY - Terror Key -> Hate Key	1				100					3	pk1	"gpw,qty=2"						pk2																																																																																							0
CONVERT KEY - Hate Key -> Destruction Key	1				100					3	pk2	"skz,qty=2"						pk3																																																																																							0
CONVERT KEY - Destruction Key -> Terror Key	1				100					3	pk3	"gpg,qty=2"						pk1																																																																																							0
CONVERT POTION - 3 Healing Potions (Any) & 3 Mana Potions (Any) & 1 Standard Gem (Any) = Full Rejuvenation Potion	1				0					7	hpot,qty=3	mpot,qty=3	gem2					rvl																																																																																							0
CONVERT POTION - 3 Rejuvenation Potions = Full Rejuvenation Potion	1				0					3	rvs,qty=3							rvl																																																																																							0
CONVERT POTION - Healing Potions (Any) & 3 Mana Potions (Any) & 1 Chipped-Gem (Any) = Rejuvenation Potion	1				0					7	hpot,qty=3	mpot,qty=3	gem0					rvs																																																																																							0
CONVERT POTION - Strangling Gas Potion & Healing Potion (Any) = Antidote Potion	1				0					2	gpl	hpot						yps																																																																																							0
CONVERT SHIELD - 2 Unique Jewel & Ohm-Rune = forces Shield ethereal	1				100					4	shld,any	jew,uni,qty=2	r27					useitem		100		ethereal	100		1	1																																																																															0
CONVERT WEAPON - 2 Unique Jewel & Ohm-Rune = forces Weapon ethereal	1				100					4	weap,any	jew,uni,qty=2	r27					useitem		100		ethereal	100		1	1																																																																															0
CONVERT WEAPON - El-Rune & Hel-Rune & any weapon = Weapon Normal	1				100					3	weap,any	r01	r15					usetype,nor	90		99																																																																																				0
CONVERT WEAPON - Eld-Rune & Chipped-Gem (Any) & Low Quality Weapon = Normal Weapon	1				100					3	weap,low	r02	gem0					usetype,nor																																																																																							0
CONVERT WEAPON - Spear (Any) & Arrows = Javelins	1				0					2	spea	aqv						jav,nor																																																																																							0
CONVERT WEAPON - Diamond (Any) & Kris & Staff & Belt = Savage Polearm Magic	1				0					4	kri	gemd	staf	belt				pole,mag,pre=191	50		60																																																																																				0
GEM UPGRADE - 2 Chipped-Amethysts = Flawed-Amethyst	1				0					2	gcv,qty=2							gfv																																																																																							0
GEM UPGRADE - 2 Flawed-Amethysts = Amethyst	1				0					2	gfv,qty=2							gsv																																																																																							0
GEM UPGRADE - 2 Amethysts = Flawless-Amethyst	1				0					2	gsv,qty=2							gzv																																																																																							0
GEM UPGRADE - 2 Flawless-Amethysts = Perfect-Amethyst	1				0					2	gzv,qty=2							gpv																																																																																							0
GEM UPGRADE - 2 Chipped-Rubies = Flawed-Ruby	1				0					2	gcr,qty=2							gfr																																																																																							0
GEM UPGRADE - 2 Flawed-Rubies = Ruby	1				0					2	gfr,qty=2							gsr																																																																																							0
GEM UPGRADE - 2 Rubies = Flawless-Ruby	1				0					2	gsr,qty=2							glr																																																																																							0
GEM UPGRADE - 2 Flawless Rubies = Perfect-Ruby	1				0					2	glr,qty=2							gpr																																																																																							0
GEM UPGRADE - 2 Chipped-Sapphires = Flawed-Sapphire	1				0					2	gcb,qty=2							gfb																																																																																							0
GEM UPGRADE - 2 Flawed-Sapphires = Sapphire	1				0					2	gfb,qty=2							gsb																																																																																							0
GEM UPGRADE - 2 Sapphires = Flawless-Sapphire	1				0					2	gsb,qty=2							glb																																																																																							0
GEM UPGRADE - 2 Flawless-Sapphires = Perfect-Sapphire	1				0					2	glb,qty=2							gpb																																																																																							0
GEM UPGRADE - 2 Chipped-Topazes = Flawed-Topaz	1				0					2	gcy,qty=2							gfy																																																																																							0
GEM UPGRADE - 2 Flawed-Topazes = Topaz	1				0					2	gfy,qty=2							gsy																																																																																							0
GEM UPGRADE - 2 Topazes = Flawless-Topaz	1				0					2	gsy,qty=2							gly																																																																																							0
GEM UPGRADE - 2 Flawless-Topazes = Perfect-Topaz	1				0					2	gly,qty=2							gpy																																																																																							0
GEM UPGRADE - 2 Chipped-Emeralds = Flawed-Emerald	1				0					2	gcg,qty=2							gfg																																																																																							0
GEM UPGRADE - 2 Flawed-Emeralds = Emerald	1				0					2	gfg,qty=2							gsg																																																																																							0
GEM UPGRADE - 2 Emeralds = Flawless-Emerald	1				0					2	gsg,qty=2							glg																																																																																							0
GEM UPGRADE - 2 Flawless-Emeralds = Perfect-Emerald	1				0					2	glg,qty=2							gpg																																																																																							0
GEM UPGRADE - 2 Chipped-Diamonds = Flawed-Diamond	1				0					2	gcw,qty=2							gfw																																																																																							0
GEM UPGRADE - 2 Flawed-Diamonds = Diamond	1				0					2	gfw,qty=2							gsw																																																																																							0
GEM UPGRADE - 2 Diamonds = Flawless Diamond	1				0					2	gsw,qty=2							glw																																																																																							0
GEM UPGRADE - 2 Flawless Diamonds = Perfect-Diamond	1				0					2	glw,qty=2							gpw																																																																																							0
GEM UPGRADE - 2 Chipped-Skulls = Flawed-Skull	1				0					2	skc,qty=2							skf																																																																																							0
GEM UPGRADE - 2 Flawed-Skulls = Skull	1				0					2	skf,qty=2							sku																																																																																							0
GEM UPGRADE - 2 Skulls = Flawless-Skull	1				0					2	sku,qty=2							skl																																																																																							0
GEM UPGRADE - 2 Flawless-Skulls = Perfect-Skull	1				0					2	skl,qty=2							skz																																																																																							0
GEM DOWNGRADE - Flawed-Amethyst = Chipped-Amethyst	1				0					1	gfv							gcv																																																																																							0
GEM DOWNGRADE - Amethyst = Flawed-Amethyst	1				0					1	gsv							gfv																																																																																							0
GEM DOWNGRADE - Flaweless Amethyst = Amethyst	1				0					1	gzv							gsv																																																																																							0
GEM DOWNGRADE - Perfect-Amethyst = Flaweless Amethyst	1				0					1	gpv							gzv																																																																																							0
GEM DOWNGRADE - Flawed-Ruby = Chipped-Ruby	1				0					1	gfr							gcr																																																																																							0
GEM DOWNGRADE - Ruby = Flawed-Ruby	1				0					1	gsr							gfr																																																																																							0
GEM DOWNGRADE - Flawless-Ruby = Ruby	1				0					1	glr							gsr																																																																																							0
GEM DOWNGRADE - Perfect-Ruby = Flaweless Ruby	1				0					1	gpr							glr																																																																																							0
GEM DOWNGRADE - Flawed-Sapphire = Chipped-Sapphire	1				0					1	gfb							gcb																																																																																							0
GEM DOWNGRADE - Sapphire = Flawed-Sapphire	1				0					1	gsb							gfb																																																																																							0
GEM DOWNGRADE - Flawless-Sapphire = Sapphire	1				0					1	glb							gsb																																																																																							0
GEM DOWNGRADE - Perfect-Sapphire = Flaweless Sapphire	1				0					1	gpb							glb																																																																																							0
GEM DOWNGRADE - Flawed-Topaz = Chipped-Topaz	1				0					1	gfy							gcy																																																																																							0
GEM DOWNGRADE - Topaz = Flawed-Topaz	1				0					1	gsy							gfy																																																																																							0
GEM DOWNGRADE - Flawless-Topaz = Topaz	1				0					1	gly							gsy																																																																																							0
GEM DOWNGRADE - Perfect-Topaz = Flaweless Topaz	1				0					1	gpy							gly																																																																																							0
GEM DOWNGRADE - Flawed-Emerald = Chipped-Emerald	1				0					1	gfg							gcg																																																																																							0
GEM DOWNGRADE - Emerald = Flawed-Emerald	1				0					1	gsg							gfg																																																																																							0
GEM DOWNGRADE - Flawless-Emerald = Emerald	1				0					1	glg							gsg																																																																																							0
GEM DOWNGRADE - Perfect-Emerald = Flaweless Emerald	1				0					1	gpg							glg																																																																																							0
GEM DOWNGRADE - Flawed-Diamond = Chipped-Diamond	1				0					1	gfw							gcw																																																																																							0
GEM DOWNGRADE - Diamond = Flawed-Diamond	1				0					1	gsw							gfw																																																																																							0
GEM DOWNGRADE - Flawless-Diamond = Diamond	1				0					1	glw							gsw																																																																																							0
GEM DOWNGRADE - Perfect-Diamond = Flaweless Diamond	1				0					1	gpw							glw																																																																																							0
GEM DOWNGRADE - Flawed-Skull = Chipped-Skull	1				0					1	skf							skc																																																																																							0
GEM DOWNGRADE - Skull = Flawed-Skull	1				0					1	sku							skf																																																																																							0
GEM DOWNGRADE - Flawless-Skull = Skull	1				0					1	skl							sku																																																																																							0
GEM DOWNGRADE - Perfect-Skull = Flaweless Skull	1				0					1	skz							skl																																																																																							0
GEM STACK - 3 Perfect-Amethyst = 3 Stacked Perfect-Amethyst	1				0					3	gpv,qty=3							1pv,qty=3																																																																																							0
GEM STACK - 3 Flawless-Amethyst = 3 Stacked Flawless-Amethyst	1				0					3	gzv,qty=3							1zv,qty=3																																																																																							0
GEM STACK - 3 Amethyst = 3 Stacked Amethyst	1				0					3	gsv,qty=3							1sv,qty=3																																																																																							0
GEM STACK - 3 Flawed-Amethyst = 3 Stacked Flawed-Amethyst	1				0					3	gfv,qty=3							1fv,qty=3																																																																																							0
GEM STACK - 3 Chipped-Amethyst = 3 Stacked Chipped-Amethyst	1				0					3	gcv,qty=3							1cv,qty=3																																																																																							0
GEM STACK - 3 Perfect-Topaz = 3 Stacked Perfect-Topaz	1				0					3	gpy,qty=3							1py,qty=3																																																																																							0
GEM STACK - 3 Flawless-Topaz = 3 Stacked Flawless-Topaz	1				0					3	gly,qty=3							1ly,qty=3																																																																																							0
GEM STACK - 3 Topaz = 3 Stacked Topaz	1				0					3	gsy,qty=3							1sy,qty=3																																																																																							0
GEM STACK - 3 Flawed-Topaz = 3 Stacked Flawed-Topaz	1				0					3	gfy,qty=3							1fy,qty=3																																																																																							0
GEM STACK - 3 Chipped-Topaz = 3 Stacked Chipped-Topaz	1				0					3	gcy,qty=3							1cy,qty=3																																																																																							0
GEM STACK - 3 Perfect-Sapphire = 3 Stacked Perfect-Sapphire	1				0					3	gpb,qty=3							1pb,qty=3																																																																																							0
GEM STACK - 3 Flawless-Sapphire = 3 Stacked Flawless-Sapphire	1				0					3	glb,qty=3							1lb,qty=3																																																																																							0
GEM STACK - 3 Sapphire = 3 Stacked Sapphire	1				0					3	gsb,qty=3							1sb,qty=3																																																																																							0
GEM STACK - 3 Flawed-Sapphire = 3 Stacked Flawed-Sapphire	1				0					3	gfb,qty=3							1fb,qty=3																																																																																							0
GEM STACK - 3 Chipped-Sapphire = 3 Stacked Chipped-Sapphire	1				0					3	gcb,qty=3							1cb,qty=3																																																																																							0
GEM STACK - 3 Perfect-Emerald= 3 Stacked Perfect-Emerald	1				0					3	gpg,qty=3							1pg,qty=3																																																																																							0
GEM STACK - 3 Flawless-Emerald = 3 Stacked Flawless-Emerald	1				0					3	glg,qty=3							1lg,qty=3																																																																																							0
GEM STACK - 3 Emerald = 3 Stacked Emerald	1				0					3	gsg,qty=3							1sg,qty=3																																																																																							0
GEM STACK - 3 Flawed-Emerald = 3 Stacked Flawed-Emerald	1				0					3	gfg,qty=3							1fg,qty=3																																																																																							0
GEM STACK - 3 Chipped-Emerald= 3 Stacked Chipped-Emerald	1				0					3	gcg,qty=3							1cg,qty=3																																																																																							0
GEM STACK - 3 Perfect-Ruby = 3 Stacked Perfect-Ruby	1				0					3	gpr,qty=3							1pr,qty=3																																																																																							0
GEM STACK - 3 Flawless-Ruby = 3 Stacked Flawless-Ruby	1				0					3	glr,qty=3							1lr,qty=3																																																																																							0
GEM STACK - 3 Ruby= 3 Stacked Ruby	1				0					3	gsr,qty=3							1sr,qty=3																																																																																							0
GEM STACK - 3 Flawed-Ruby = 3 Stacked Flawed-Ruby	1				0					3	gfr,qty=3							1fr,qty=3																																																																																							0
GEM STACK - 3 Chipped-Ruby = 3 Stacked Chipped-Ruby	1				0					3	gcr,qty=3							1cr,qty=3																																																																																							0
GEM STACK - 3 Perfect-Diamond = 3 Stacked Perfect-Diamond	1				0					3	gpw,qty=3							1pw,qty=3																																																																																							0
GEM STACK - 3 Flawless-Diamond = 3 Stacked Flawless Diamond	1				0					3	glw,qty=3							1lw,qty=3																																																																																							0
GEM STACK - 3 Diamond = 3 Stacked Diamons	1				0					3	gsw,qty=3							1sw,qty=3																																																																																							0
GEM STACK - 3 Flawed-Diamond = 3 Stacked Flawed-Diamond	1				0					3	gfw,qty=3							1fw,qty=3																																																																																							0
