Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	*eol
Act 1 (H) Miss B	9	66	1					60	Gold	9	Act 1 (H) Equip B	13	Act 1 (H) Junk	18	Act 1 (H) Good	2	Act 1 (H) Bow B	6	Ammo	0															0
Act 1 (H) Miss C	9	68	1					60	Gold	9	Act 1 (H) Equip B	13	Act 1 (H) Junk	18	Act 1 (H) Good	2	Act 1 (H) Bow B	6	Ammo	0															0
Act 2 (H) Miss A	9	69	1					60	Gold	9	Act 2 (H) Equip A	13	Act 1 (H) Junk	18	Act 2 (H) Good	2	Act 2 (H) Bow A	6	Ammo	0															0
Act 2 (H) Miss B	9	71	1					60	Gold	9	Act 2 (H) Equip B	13	Act 1 (H) Junk	18	Act 2 (H) Good	2	Act 2 (H) Bow B	6	Ammo	0															0
Act 2 (H) Miss C	9	72	1					60	Gold	9	Act 2 (H) Equip B	13	Act 1 (H) Junk	18	Act 2 (H) Good	2	Act 2 (H) Bow B	6	Ammo	0															0
Act 3 (H) Miss A	9	74	1					60	Gold	9	Act 3 (H) Equip A	13	Act 1 (H) Junk	18	Act 3 (H) Good	2	Act 3 (H) Bow A	6	Ammo	0															0
Act 3 (H) Miss B	9	75	1					60	Gold	9	Act 3 (H) Equip B	13	Act 1 (H) Junk	18	Act 3 (H) Good	2	Act 3 (H) Bow B	6	Ammo	0															0
Act 3 (H) Miss C	9	77	1					60	Gold	9	Act 3 (H) Equip B	13	Act 1 (H) Junk	18	Act 3 (H) Good	2	Act 3 (H) Bow B	6	Ammo	0															0
Act 4 (H) Miss A	9	78	1					60	Gold	9	Act 4 (H) Equip A	13	Act 1 (H) Junk	18	Act 4 (H) Good	2	Act 4 (H) Bow A	6	Ammo	0															0
Act 4 (H) Miss B	9	80	1					60	Gold	9	Act 4 (H) Equip B	13	Act 1 (H) Junk	18	Act 4 (H) Good	2	Act 4 (H) Bow B	6	Ammo	0															0
Act 5 (H) Miss A	9	81	1					60	Gold	9	Act 5 (H) Equip A	13	Act 1 (H) Junk	18	Act 5 (H) Good	2	Act 5 (H) Bow A	6	Ammo	0															0
Act 5 (H) Miss B	9	83	1					60	Gold	9	Act 5 (H) Equip B	13	Act 1 (H) Junk	18	Act 5 (H) Good	2	Act 5 (H) Bow B	6	Ammo	0															0
Act 5 (H) Miss C	9	85	1					60	Gold	9	Act 5 (H) Equip C	13	Act 1 (H) Junk	18	Act 5 (H) Good	2	Act 5 (H) Bow B	6	Ammo	0															0
Act 1 Wraith A	10	0	1					50	Act 1 Good	4	Act 1 Magic A	25																							0
Act 1 Wraith B	10	5	1					50	Act 1 Good	4	Act 1 Magic B	25																							0
Act 1 Wraith C	10	9	1					50	Act 1 Good	4	Act 1 Magic C	25																							0
Act 2 Wraith A	10	12	1					50	Act 2 Good	4	Act 2 Magic A	25																							0
Act 2 Wraith B	10	15	1					50	Act 2 Good	4	Act 2 Magic B	25																							0
Act 2 Wraith C	10	18	1					50	Act 3 Good	4	Act 2 Magic C	25																							0
Act 3 Wraith A	10	20	1					50	Act 3 Good	4	Act 3 Magic A	25																							0
Act 3 Wraith B	10	22	1					50	Act 3 Good	4	Act 3 Magic B	25																							0
Act 3 Wraith C	10	24	1					50	Act 3 Good	4	Act 3 Magic C	25																							0
Act 4 Wraith A	10	26	1					50	Act 4 Good	4	Act 4 Magic A	25																							0
Act 4 Wraith B	10	29	1					50	Act 4 Good	4	Act 4 Magic B	25																							0
Act 5 Wraith A	10	32	1					50	Act 5 Good	4	Act 5 Magic A	25																							0
Act 5 Wraith B	10	34	1					50	Act 5 Good	4	Act 5 Magic B	25																							0
Act 5 Wraith C	10	36	1					50	Act 5 Good	4	Act 5 Magic C	25																							0
Act 1 (N) Wraith A	10	38	1					50	Act 1 (N) Good	4	Act 1 (N) Magic A	25																							0
Act 1 (N) Wraith B	10	40	1					50	Act 1 (N) Good	4	Act 1 (N) Magic B	25																							0
Act 1 (N) Wraith C	10	41	1					50	Act 1 (N) Good	4	Act 1 (N) Magic B	25																							0
Act 2 (N) Wraith A	10	42	1					50	Act 2 (N) Good	4	Act 2 (N) Magic A	25																							0
Act 2 (N) Wraith B	10	44	1					50	Act 2 (N) Good	4	Act 2 (N) Magic B	25																							0
Act 2 (N) Wraith C	10	45	1					50	Act 2 (N) Good	4	Act 2 (N) Magic B	25																							0
Act 3 (N) Wraith A	10	46	1					50	Act 3 (N) Good	4	Act 3 (N) Magic A	25																							0
Act 3 (N) Wraith B	10	48	1					50	Act 3 (N) Good	4	Act 3 (N) Magic B	25																							0
Act 3 (N) Wraith C	10	50	1					50	Act 3 (N) Good	4	Act 3 (N) Magic B	25																							0
Act 4 (N) Wraith A	10	51	1					50	Act 4 (N) Good	4	Act 4 (N) Magic A	25																							0
Act 4 (N) Wraith B	10	54	1					50	Act 4 (N) Good	4	Act 4 (N) Magic B	25																							0
Act 5 (N) Wraith A	10	57	1					50	Act 5 (N) Good	4	Act 5 (N) Magic A	25																							0
Act 5 (N) Wraith B	10	60	1					50	Act 5 (N) Good	4	Act 5 (N) Magic B	25																							0
Act 5 (N) Wraith C	10	62	1					50	Act 5 (N) Good	4	Act 5 (N) Magic C	25																							0
Act 1 (H) Wraith A	10	63	1					50	Act 1 (H) Good	4	Act 1 (H) Magic A	25																							0
Act 1 (H) Wraith B	10	66	1					50	Act 1 (H) Good	4	Act 1 (H) Magic B	25																							0
Act 1 (H) Wraith C	10	68	1					50	Act 1 (H) Good	4	Act 1 (H) Magic B	25																							0
Act 2 (H) Wraith A	10	69	1					50	Act 2 (H) Good	4	Act 2 (H) Magic A	25																							0
Act 2 (H) Wraith B	10	71	1					50	Act 2 (H) Good	4	Act 2 (H) Magic B	25																							0
Act 2 (H) Wraith C	10	72	1					50	Act 2 (H) Good	4	Act 2 (H) Magic B	25																							0
Act 3 (H) Wraith A	10	74	1					50	Act 3 (H) Good	4	Act 3 (H) Magic A	25																							0
Act 3 (H) Wraith B	10	75	1					50	Act 3 (H) Good	4	Act 3 (H) Magic B	25																							0
Act 3 (H) Wraith C	10	77	1					50	Act 3 (H) Good	4	Act 3 (H) Magic B	25																							0
Act 4 (H) Wraith A	10	78	1					50	Act 4 (H) Good	4	Act 4 (H) Magic A	25																							0
Act 4 (H) Wraith B	10	80	1					50	Act 4 (H) Good	4	Act 4 (H) Magic B	25																							0
Act 5 (H) Wraith A	10	81	1					50	Act 5 (H) Good	4	Act 5 (H) Magic A	25																							0
Act 5 (H) Wraith B	10	83	1					50	Act 5 (H) Good	4	Act 5 (H) Magic B	25																							0
Act 5 (H) Wraith C	10	85	1					50	Act 5 (H) Good	4	Act 5 (H) Magic C	25																							0
Act 1 Citem A	11	0	1	800	800	800	1024	10	Gold 1.5x	30	Act 1 Equip A	37	Act 1 Good	3																					0
Act 1 Citem B	11	5	1	800	800	800	1024	10	Gold 1.5x	30	Act 1 Equip B	37	Act 1 Good	3																					0
Act 1 Citem C	11	9	1	800	800	800	1024	10	Gold 1.5x	30	Act 1 Equip C	37	Act 1 Good	3																					0
Act 2 Citem A	11	12	1	800	800	800	1024	10	Gold 1.5x	30	Act 2 Equip A	37	Act 2 Good	3																					0
Act 2 Citem B	11	15	1	800	800	800	1024	10	Gold 1.5x	30	Act 2 Equip B	37	Act 2 Good	3																					0
Act 2 Citem C	11	18	1	800	800	800	1024	10	Gold 1.5x	30	Act 2 Equip C	37	Act 3 Good	3																					0
Act 3 Citem A	11	20	1	800	800	800	1024	10	Gold 1.5x	30	Act 3 Equip A	37	Act 3 Good	3																					0
Act 3 Citem B	11	22	1	800	800	800	1024	10	Gold 1.5x	30	Act 3 Equip B	37	Act 3 Good	3																					0
Act 3 Citem C	11	24	1	800	800	800	1024	10	Gold 1.5x	30	Act 3 Equip C	37	Act 3 Good	3																					0
Act 4 Citem A	11	26	1	800	800	800	1024	10	Gold 1.5x	30	Act 4 Equip A	37	Act 4 Good	3																					0
Act 4 Citem B	11	29	1	800	800	800	1024	10	Gold 1.5x	30	Act 4 Equip B	37	Act 4 Good	3																					0
Act 5 Citem A	11	32	1	800	800	800	1024	10	Gold 1.5x	30	Act 5 Equip A	37	Act 5 Good	3																					0
Act 5 Citem B	11	34	1	800	800	800	1024	10	Gold 1.5x	30	Act 5 Equip B	37	Act 5 Good	3																					0
Act 5 Citem C	11	36	1	800	800	800	1024	10	Gold 1.5x	30	Act 5 Equip C	37	Act 5 Good	3																					0
Act 1 (N) Citem A	11	38	1	800	800	800	1024	10	Gold 1.5x	30	Act 1 (N) Equip A	37	Act 1 (N) Good	3																					0
Act 1 (N) Citem B	11	40	1	800	800	800	1024	10	Gold 1.5x	30	Act 1 (N) Equip B	37	Act 1 (N) Good	3																					0
Act 1 (N) Citem C	11	41	1	800	800	800	1024	10	Gold 1.5x	30	Act 1 (N) Equip B	37	Act 1 (N) Good	3																					0
Act 2 (N) Citem A	11	42	1	800	800	800	1024	10	Gold 1.5x	30	Act 2 (N) Equip A	37	Act 2 (N) Good	3																					0
Act 2 (N) Citem B	11	44	1	800	800	800	1024	10	Gold 1.5x	30	Act 2 (N) Equip B	37	Act 2 (N) Good	3																					0
Act 2 (N) Citem C	11	45	1	800	800	800	1024	10	Gold 1.5x	30	Act 2 (N) Equip B	37	Act 2 (N) Good	3																					0
Act 3 (N) Citem A	11	46	1	800	800	800	1024	10	Gold 1.5x	30	Act 3 (N) Equip A	37	Act 3 (N) Good	3																					0
Act 3 (N) Citem B	11	48	1	800	800	800	1024	10	Gold 1.5x	30	Act 3 (N) Equip B	37	Act 3 (N) Good	3																					0
Act 3 (N) Citem C	11	50	1	800	800	800	1024	10	Gold 1.5x	30	Act 3 (N) Equip B	37	Act 3 (N) Good	3																					0
Act 4 (N) Citem A	11	51	1	800	800	800	1024	10	Gold 1.5x	30	Act 4 (N) Equip A	37	Act 4 (N) Good	3																					0
Act 4 (N) Citem B	11	54	1	800	800	800	1024	10	Gold 1.5x	30	Act 4 (N) Equip B	37	Act 4 (N) Good	3																					0
Act 5 (N) Citem A	11	57	1	800	800	800	1024	10	Gold 1.5x	30	Act 5 (N) Equip A	37	Act 5 (N) Good	3																					0
Act 5 (N) Citem B	11	60	1	800	800	800	1024	10	Gold 1.5x	30	Act 5 (N) Equip B	37	Act 5 (N) Good	3																					0
Act 5 (N) Citem C	11	62	1	800	800	800	1024	10	Gold 1.5x	30	Act 5 (N) Equip C	37	Act 5 (N) Good	3																					0
Act 1 (H) Citem A	11	63	1	800	800	800	1024	10	Gold 1.5x	30	Act 1 (H) Equip A	35	Act 1 (H) Good	5																					0
Act 1 (H) Citem B	11	66	1	800	800	800	1024	10	Gold 1.5x	30	Act 1 (H) Equip B	35	Act 1 (H) Good	5																					0
Act 1 (H) Citem C	11	68	1	800	800	800	1024	10	Gold 1.5x	30	Act 1 (H) Equip B	35	Act 1 (H) Good	5																					0
Act 2 (H) Citem A	11	69	1	800	800	800	1024	10	Gold 1.5x	30	Act 2 (H) Equip A	35	Act 2 (H) Good	5																					0
Act 2 (H) Citem B	11	71	1	800	800	800	1024	10	Gold 1.5x	30	Act 2 (H) Equip B	35	Act 2 (H) Good	5																					0
Act 2 (H) Citem C	11	72	1	800	800	800	1024	10	Gold 1.5x	30	Act 2 (H) Equip B	35	Act 2 (H) Good	5																					0
Act 3 (H) Citem A	11	74	1	800	800	800	1024	10	Gold 1.5x	30	Act 3 (H) Equip A	35	Act 3 (H) Good	5																					0
Act 3 (H) Citem B	11	75	1	800	800	800	1024	10	Gold 1.5x	30	Act 3 (H) Equip B	35	Act 3 (H) Good	5																					0
Act 3 (H) Citem C	11	77	1	800	800	800	1024	10	Gold 1.5x	30	Act 3 (H) Equip B	35	Act 3 (H) Good	5																					0
Act 4 (H) Citem A	11	78	1	800	800	800	1024	10	Gold 1.5x	30	Act 4 (H) Equip A	35	Act 4 (H) Good	5																					0
Act 4 (H) Citem B	11	80	1	800	800	800	1024	10	Gold 1.5x	30	Act 4 (H) Equip B	35	Act 4 (H) Good	5																					0
Act 5 (H) Citem A	11	81	1	800	800	800	1024	10	Gold 1.5x	30	Act 5 (H) Equip A	35	Act 5 (H) Good	5																					0
Act 5 (H) Citem B	11	83	1	800	800	800	1024	10	Gold 1.5x	30	Act 5 (H) Equip B	35	Act 5 (H) Good	5																					0
Act 5 (H) Citem C	11	85	1	800	800	800	1024	10	Gold 1.5x	30	Act 5 (H) Equip C	35	Act 5 (H) Good	5																					0
Act 1 Cpot A	12	0	2					10	Hpotion 1	1																									0
Act 1 Cpot B	12	5	2					10	Hpotion 1	1																									0
Act 1 Cpot C	12	9	2					10	Hpotion 1	1																									0
Act 2 Cpot A	12	12	2					10	Hpotion 2	1																									0
Act 2 Cpot B	12	15	2					10	Hpotion 2	1																									0
Act 2 Cpot C	12	18	2					10	Hpotion 2	1																									0
Act 3 Cpot A	12	20	2					10	Hpotion 3	1																									0
Act 3 Cpot B	12	22	2					10	Hpotion 3	1																									0
Act 3 Cpot C	12	24	2					10	Hpotion 3	1																									0
Act 4 Cpot A	12	26	2					10	Hpotion 3	1	Hpotion 4	2																							0
Act 4 Cpot B	12	29	2					10	Hpotion 3	1	Hpotion 4	2																							0
Act 5 Cpot A	12	32	2					10	Hpotion 4	1	Hpotion 5	2																							0
Act 5 Cpot B	12	34	2					10	Hpotion 4	1	Hpotion 5	2																							0
Act 5 Cpot C	12	36	2					10	Hpotion 4	1	Hpotion 5	2																							0
Act 1 (N) Cpot A	12	38	2					10	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																					0
Act 1 (N) Cpot B	12	40	2					10	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4						7															0
Act 1 (N) Cpot C	12	41	2					10	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4						7															0
Act 2 (N) Cpot A	12	42	2					10	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4						7															0
Act 2 (N) Cpot B	12	44	2					10	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4						7															0
Act 2 (N) Cpot C	12	45	2					10	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4						7															0
Act 3 (N) Cpot A	12	46	2					10	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 3 (N) Cpot B	12	48	2					10	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 3 (N) Cpot C	12	50	2					10	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 4 (N) Cpot A	12	51	2					10	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 4 (N) Cpot B	12	54	2					10	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 5 (N) Cpot A	12	57	2					10	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 5 (N) Cpot B	12	60	2					10	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 5 (N) Cpot C	12	62	2					10	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 1 (H) Cpot A	12	63	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 1 (H) Cpot B	12	66	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 1 (H) Cpot C	12	68	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 2 (H) Cpot A	12	69	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 2 (H) Cpot B	12	71	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 2 (H) Cpot C	12	72	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 3 (H) Cpot A	12	74	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 3 (H) Cpot B	12	75	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 3 (H) Cpot C	12	77	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 4 (H) Cpot A	12	78	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 4 (H) Cpot B	12	80	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 5 (H) Cpot A	12	81	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 5 (H) Cpot B	12	83	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 5 (H) Cpot C	12	85	2					10	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8				7															0
Act 1 Champ A	13	0	-2					10	Act 1 Citem A	1	Act 1 Cpot A	1																							0
Act 1 Champ B	13	5	-2					10	Act 1 Citem B	1	Act 1 Cpot B	1																							0
Act 1 Champ C	13	9	-2					10	Act 1 Citem C	1	Act 1 Cpot C	1																							0
Act 2 Champ A	13	12	-2					10	Act 2 Citem A	1	Act 2 Cpot A	1																							0
Act 2 Champ B	13	15	-2					10	Act 2 Citem B	1	Act 2 Cpot B	1																							0
Act 2 Champ C	13	18	-2					10	Act 2 Citem C	1	Act 2 Cpot C	1																							0
Act 3 Champ A	13	20	-2					10	Act 3 Citem A	1	Act 3 Cpot A	1																							0
Act 3 Champ B	13	22	-2					10	Act 3 Citem B	1	Act 3 Cpot B	1																							0
Act 3 Champ C	13	24	-2					10	Act 3 Citem C	1	Act 3 Cpot C	1																							0
Act 4 Champ A	13	26	-2					10	Act 4 Citem A	1	Act 4 Cpot A	1																							0
Act 4 Champ B	13	29	-2					10	Act 4 Citem B	1	Act 4 Cpot B	1																							0
Act 5 Champ A	13	32	-2					10	Act 5 Citem A	1	Act 5 Cpot A	1																							0
Act 5 Champ B	13	34	-2					10	Act 5 Citem B	1	Act 5 Cpot B	1																							0
Act 5 Champ C	13	36	-2					10	Act 5 Citem C	1	Act 5 Cpot C	1																							0
Act 1 (N) Champ A	13	38	-2					10	Act 1 (N) Citem A	1	Act 1 (N) Cpot A	1																							0
Act 1 (N) Champ B	13	40	-2					10	Act 1 (N) Citem B	1	Act 1 (N) Cpot B	1																							0
Act 1 (N) Champ C	13	41	-2					10	Act 1 (N) Citem C	1	Act 1 (N) Cpot C	1																							0
Act 2 (N) Champ A	13	42	-2					10	Act 2 (N) Citem A	1	Act 2 (N) Cpot A	1																							0
Act 2 (N) Champ B	13	44	-2					10	Act 2 (N) Citem B	1	Act 2 (N) Cpot B	1																							0
Act 2 (N) Champ C	13	45	-2					10	Act 2 (N) Citem C	1	Act 2 (N) Cpot C	1																							0
Act 3 (N) Champ A	13	46	-2					10	Act 3 (N) Citem A	1	Act 3 (N) Cpot A	1																							0
Act 3 (N) Champ B	13	48	-2					10	Act 3 (N) Citem B	1	Act 3 (N) Cpot B	1																							0
Act 3 (N) Champ C	13	50	-2					10	Act 3 (N) Citem C	1	Act 3 (N) Cpot C	1																							0
Act 4 (N) Champ A	13	51	-2					10	Act 4 (N) Citem A	1	Act 4 (N) Cpot A	1																							0
Act 4 (N) Champ B	13	54	-2					10	Act 4 (N) Citem B	1	Act 4 (N) Cpot B	1																							0
Act 4 (N) Champ C	13	56	-2					10	Act 4 (N) Citem B	1	Act 4 (N) Cpot B	1																							0
Act 5 (N) Champ A	13	57	-2					10	Act 5 (N) Citem A	1	Act 5 (N) Cpot A	1																							0
Act 5 (N) Champ B	13	60	-2					10	Act 5 (N) Citem B	1	Act 5 (N) Cpot B	1																							0
Act 5 (N) Champ C	13	62	-2					10	Act 5 (N) Citem C	1	Act 5 (N) Cpot C	1																							0
Act 1 (H) Champ A	13	63	-2					10	Act 1 (H) Citem A	1	Act 1 (H) Cpot A	1																							0
Act 1 (H) Champ B	13	66	-2					10	Act 1 (H) Citem B	1	Act 1 (H) Cpot B	1																							0
Act 1 (H) Champ C	13	68	-2					10	Act 1 (H) Citem C	1	Act 1 (H) Cpot C	1																							0
Act 2 (H) Champ A	13	69	-2					10	Act 2 (H) Citem A	1	Act 2 (H) Cpot A	1																							0
Act 2 (H) Champ B	13	71	-2					10	Act 2 (H) Citem B	1	Act 2 (H) Cpot B	1																							0
Act 2 (H) Champ C	13	72	-2					10	Act 2 (H) Citem C	1	Act 2 (H) Cpot C	1																							0
Act 3 (H) Champ A	13	74	-2					10	Act 3 (H) Citem A	1	Act 3 (H) Cpot A	1																							0
Act 3 (H) Champ B	13	75	-2					10	Act 3 (H) Citem B	1	Act 3 (H) Cpot B	1																							0
Act 3 (H) Champ C	13	77	-2					10	Act 3 (H) Citem C	1	Act 3 (H) Cpot C	1																							0
Act 4 (H) Champ A	13	78	-2					10	Act 4 (H) Citem A	1	Act 4 (H) Cpot A	1																							0
Act 4 (H) Champ B	13	80	-2					10	Act 4 (H) Citem B	1	Act 4 (H) Cpot B	1																							0
Act 5 (H) Champ A	13	81	-2					10	Act 5 (H) Citem A	1	Act 5 (H) Cpot A	1																							0
Act 5 (H) Champ B	13	83	-2					10	Act 5 (H) Citem B	1	Act 5 (H) Cpot B	1																							0
Act 5 (H) Champ C	13	85	-2					10	Act 5 (H) Citem C	1	Act 5 (H) Cpot C	1																							0
Act 1 Uitem A	14	0	1	800	800	800	1024	10	Act 1 Equip A	58	Act 1 Good	4																							0
Act 1 Uitem B	14	5	1	800	800	800	1024	10	Act 1 Equip B	58	Act 1 Good	4																							0
Act 1 Uitem C	14	9	1	800	800	800	1024	10	Act 1 Equip C	58	Act 1 Good	4																							0
Act 2 Uitem A	14	12	1	800	800	800	1024	10	Act 2 Equip A	58	Act 2 Good	4																							0
Act 2 Uitem B	14	15	1	800	800	800	1024	10	Act 2 Equip B	58	Act 2 Good	4																							0
Act 2 Uitem C	14	18	1	800	800	800	1024	10	Act 2 Equip C	58	Act 3 Good	4																							0
Act 3 Uitem A	14	20	1	800	800	800	1024	10	Act 3 Equip A	58	Act 3 Good	4																							0
Act 3 Uitem B	14	22	1	800	800	800	1024	10	Act 3 Equip B	58	Act 3 Good	4																							0
Act 3 Uitem C	14	24	1	800	800	800	1024	10	Act 3 Equip C	58	Act 3 Good	4																							0
Act 4 Uitem A	14	26	1	800	800	800	1024	10	Act 4 Equip A	58	Act 4 Good	4																							0
Act 4 Uitem B	14	29	1	800	800	800	1024	10	Act 4 Equip B	58	Act 4 Good	4																							0
Act 5 Uitem A	14	32	1	800	800	800	1024	10	Act 5 Equip A	58	Act 5 Good	4																							0
Act 5 Uitem B	14	34	1	800	800	800	1024	10	Act 5 Equip B	58	Act 5 Good	4																							0
Act 5 Uitem C	14	36	1	800	800	800	1024	10	Act 5 Equip C	58	Act 5 Good	4																							0
Act 1 LT Item	14	9	1	800	800	800	1024	10	Act 1 Equip C	58	Act 1 Good	4																							0
Act 2 LT Item	14	18	1	800	800	800	1024	10	Act 2 Equip C	58	Act 3 Good	4																							0
Act 3 LT Item	14	24	1	800	800	800	1024	10	Act 3 Equip C	58	Act 3 Good	4																							0
Act 4 LT Item	14	29	1	800	800	800	1024	10	Act 4 Equip B	58	Act 4 Good	4																							0
Act 5 LT Item	14	36	1	800	800	800	1024	10	Act 5 Equip C	58	Act 5 Good	4																							0
Act 1 (N) Uitem A	14	38	1	800	800	800	1024	10	Act 1 (N) Equip A	58	Act 1 (N) Good	4																							0
Act 1 (N) Uitem B	14	40	1	800	800	800	1024	10	Act 1 (N) Equip B	58	Act 1 (N) Good	4																							0
Act 1 (N) Uitem C	14	41	1	800	800	800	1024	10	Act 1 (N) Equip B	58	Act 1 (N) Good	4																							0
Act 2 (N) Uitem A	14	42	1	800	800	800	1024	10	Act 2 (N) Equip A	58	Act 2 (N) Good	4																							0
Act 2 (N) Uitem B	14	44	1	800	800	800	1024	10	Act 2 (N) Equip B	58	Act 2 (N) Good	4																							0
Act 2 (N) Uitem C	14	45	1	800	800	800	1024	10	Act 2 (N) Equip B	58	Act 2 (N) Good	4																							0
Act 3 (N) Uitem A	14	46	1	800	800	800	1024	10	Act 3 (N) Equip A	58	Act 3 (N) Good	4																							0
Act 3 (N) Uitem B	14	48	1	800	800	800	1024	10	Act 3 (N) Equip B	58	Act 3 (N) Good	4																							0
Act 3 (N) Uitem C	14	50	1	800	800	800	1024	10	Act 3 (N) Equip B	58	Act 3 (N) Good	4																							0
Act 4 (N) Uitem A	14	51	1	800	800	800	1024	10	Act 4 (N) Equip A	58	Act 4 (N) Good	4																							0
Act 4 (N) Uitem B	14	54	1	800	800	800	1024	10	Act 4 (N) Equip B	58	Act 4 (N) Good	4																							0
Act 5 (N) Uitem A	14	57	1	800	800	800	1024	10	Act 5 (N) Equip A	58	Act 5 (N) Good	4																							0
Act 5 (N) Uitem B	14	60	1	800	800	800	1024	10	Act 5 (N) Equip B	58	Act 5 (N) Good	4																							0
Act 5 (N) Uitem C	14	62	1	800	800	800	1024	10	Act 5 (N) Equip C	58	Act 5 (N) Good	4																							0
Act 1 (N) LT Item	14	41	1	800	800	800	1024	10	Act 1 (N) Equip B	58	Act 1 (N) Good	4																							0
Act 2 (N) LT Item	14	45	1	800	800	800	1024	10	Act 2 (N) Equip B	58	Act 2 (N) Good	4																							0
Act 3 (N) LT Item	14	50	1	800	800	800	1024	10	Act 3 (N) Equip B	58	Act 3 (N) Good	4																							0
Act 4 (N) LT Item	14	54	1	800	800	800	1024	10	Act 4 (N) Equip B	58	Act 4 (N) Good	4																							0
Act 5 (N) LT Item	14	62	1	800	800	800	1024	10	Act 5 (N) Equip C	58	Act 5 (N) Good	4																							0
Act 1 (H) Uitem A	14	63	2	800	800	800	1024	10	Act 1 (H) Equip A	54	Act 1 (H) Good	8																							0
Act 1 (H) Uitem B	14	66	2	800	800	800	1024	10	Act 1 (H) Equip B	54	Act 1 (H) Good	8																							0
Act 1 (H) Uitem C	14	68	2	800	800	800	1024	10	Act 1 (H) Equip B	54	Act 1 (H) Good	8																							0
Act 2 (H) Uitem A	14	69	2	800	800	800	1024	10	Act 2 (H) Equip A	54	Act 2 (H) Good	8																							0
Act 2 (H) Uitem B	14	71	2	800	800	800	1024	10	Act 2 (H) Equip B	54	Act 2 (H) Good	8																							0
Act 2 (H) Uitem C	14	72	2	800	800	800	1024	10	Act 2 (H) Equip B	54	Act 2 (H) Good	8																							0
Act 3 (H) Uitem A	14	74	2	800	800	800	1024	10	Act 3 (H) Equip A	54	Act 3 (H) Good	8																							0
Act 3 (H) Uitem B	14	75	2	800	800	800	1024	10	Act 3 (H) Equip B	54	Act 3 (H) Good	8																							0
Act 3 (H) Uitem C	14	77	2	800	800	800	1024	10	Act 3 (H) Equip B	54	Act 3 (H) Good	8																							0
Act 4 (H) Uitem A	14	78	2	800	800	800	1024	10	Act 4 (H) Equip A	54	Act 4 (H) Good	8																							0
Act 4 (H) Uitem B	14	80	2	800	800	800	1024	10	Act 4 (H) Equip B	54	Act 4 (H) Good	8																							0
Act 5 (H) Uitem A	14	81	2	800	800	800	1024	10	Act 5 (H) Equip A	54	Act 5 (H) Good	8																							0
Act 5 (H) Uitem B	14	83	2	800	800	800	1024	10	Act 5 (H) Equip B	54	Act 5 (H) Good	8																							0
Act 5 (H) Uitem C	14	85	2	800	800	800	1024	10	Act 5 (H) Equip C	54	Act 5 (H) Good	8																							0
Act 1 (H) LT Item	14	68	1	800	800	800	1024	10	Act 1 (H) Equip B	54	Act 1 (H) Good	8																							0
